text,Preprocessed_text
"Most of the drivers don't know the Colombo roads. How is it possible?  Some asking for cancellation due to the distance they have to travel to reach the customers' location. Well, I feel that even though the Uber drivers have the same problem of not knowing the Colombo roads, still they manage to make the trip done via their map applications with the given routes in it.",know possible cancellation distance travel reach location feel problem manage trip map give 
The best there is in Sri Lanka,good sri 
Average... Not up to the mark!!,average not mark 
The experience is really good.  But today a driver told me that they can't see where the customer wants to go.  If they could see it they'd be more happy I guess . Cause he said sometimes they end up going on long runs even when they want just to get back home.,experience good today driver tell customer happy guess cause say end go long want home 
This app is with lots of bugs. Can not set the drop off location and sometimes the app get stuck. Really difficult to use. And takes lots of time to process. I do not recommend this app to anyone.,app lot set drop location stick difficult use time process recommend 
Help full,help 
Awesome application,awesome application 
Very effective,effective 
Best way to travel,good way travel 
It's repeat asking password ..I forget the password but I could not able to get a new password  ..or any alert from pick me,repeat password forget able new alert pick 
It's really good,good 
Nice,nice 
Nice,nice 
i cannot get verification code.. this is poor.. i had try so many times.ෂිට්..,verification code poor try time 
PickMe would do all the unauthorized credit card transactions and will not take any responsibility to void it or refund you.  Customer care is garbage with lots of stupid people and a manager wouldn't bother coming to the phone to resolve matters beyond agents.,unauthorized credit card responsibility void refund customer care garbage lot stupid people manager bother come phone resolve 
"This app is all about traveling and scope is so good. But I've noticed a problem with your implementation. When I switched on flight mode of my phone when I get into sleep, the app drains my phone's battery too quickly. Usualy my phone has 1 1/2 days of battery life. In my battery statistics this app has used 4.52h of total cpu time while phone is in flight mode. Are you sure you have tested your app in airplane/flight mode ? I had 50% battery when I get into sleep after 5 hours its 8%. pickme has used 86% of the total battery power.",app travel scope good problem implementation switch flight mode phone sleep battery quickly day life statistic total time sure test airplane power 
Good,good 
Grate app. Superb.. Really helpful,grate app superb helpful 
Very convenient.,convenient 
Full of bugs. The worst it would not allow to enter drop off location.,bad allow enter drop location 
I'm not able to use this service ... it won't let me to register my self in to the application... plz help me for this. if that possible I'll give 5*.. thanks,able use service let register self application help possible shall thank 
Good app,good app 
Cool promotions. I really like this silver time thing. Only problem is you'll need to get permision to use the promo. Will you able to to talk to my wufe please?,cool like silver time thing problem shall need use able talk 
Succses travel,travel 
Its alright to me:),alright 
"Good way of transport, reasonable and efficient",good way transport reasonable efficient 
Most of the Pick me drivers are don't know colombo city roads and places. Sometimes I have to wait more then 10 - 20 minutes. They are not coming to location properly. They are roaming here and there. Pls educate drivers or update app or system. Thanks. These days I'm very annoyed on your team. Because we have to call and guide them.,pick know city wait come location properly roam educate update app system thank day team guide 
Good service.. I like,good service like 
Super app it's very useful to me,super app useful 
Good work.. but it keeps disconnecting time to time. Pls fix,good work time fix 
Perfect one :-),perfect 
=) feeling happy with ē service,feel happy service 
"Actually, very easy way to take a taxi Where you location.",actually easy way taxi location 
Mazin,
I hate this,hate 
Best  application,good application 
"Cannot add credit or debit cards. Error msg displayed:  ""internal error occurred""",add credit debit error display internal 
Fantastic and very useful,fantastic useful 
Love it,love 
Good,good 
Not bad but need to improve. And app is too slow compared to others.,not bad need improve app slow 
Very helpful,helpful 
good app I used in my old phone in my new phone I can't login or begin as a new user my email address is not registered so I'm frustrated with the new version plz help me,good app old phone new login begin user address register version help 
"The app is often slow & gets stuck. Also you should be able to update your phone number in the app. Uber allows this. PickMe does not. To complicate things further you cannot register 2 accounts with the same email address. I had to log into my account on my old phone number & change the email address. Then, uninstall the app. Reinstall it & create a new account with my new phone number. Very exasperating! It's a shame the app is so cumbersome....8 out of 10 times I would use Uber just because the app is smoother! It's a pity...because the service levels are equal.",app slow stick able update phone number complicate register address log account old change reinstall create new exasperate shame cumbersome time use smoother pity service equal 
"Had this app for possibly close to 3 years now (almost since the day it first came out). I've never seen a cab, even a tuk tuk show up anywhere near me when I try to get one. Always have fallen back to Uber or kangaroo cabs every time.",app possibly close day come see cab near try fall kangaroo time 
Whats this big joke you do with waiting.if the driver brakes for a second.it starts the waiting calculation.in calculation of waiting in tuks or what ever.you shoul be much flexible to give even 30 seconds fare free.then after start the waiting meter on.,big joke wait driver second calculation flexible fare free start meter 
"Despite of having smaller issues, this is a very useful app to book a taxi. The app is user friendly and convenient.",despite small useful app book taxi user friendly convenient 
your waiting charge is so huge. no one charge like that. with this waiting charges now you are equal normal road taxis.,wait charge huge like equal normal road taxi 
Good service,good service 
Two times the driver told that he cannot find my location even when i can see his location.. please fix this,time driver tell find location fix 
Should be able to see your own taxi you booked in different colour or some different indicator because some people don't know the roads that well,able taxi book different colour indicator people know 
What the fu...k any not come to if rain,fu come rain 
Very useful app along with great service. One suggestion:  In upcoming trip make an option to edit trip. Otherwise need to cancel and book again for small time changes.,useful app great service suggestion upcoming trip option edit need cancel book small time 
Unfortunately has stopped... whats wrong,unfortunately stop wrong 
Hi. I can't see the location of the vehicle and even the drivers themselves can't see my location. Please fix this.,hi location vehicle fix 
Safe and easy,safe easy 
Smooth traveling,smooth travel 
"Make the map on the application rotateable and also update the map! Most of the popular land marks aren't visible. And when I enter a drop off location it doesn't recognize it, whereas I can find the place straight away on Google maps.",map application update popular land visible enter drop location recognize find place straight away 
I trust and i like thatdy i am trevelg pick me,trust like pick 
Well,
To register I gave my Number name and Email ID . and last I pressed done button it's say now check your mail. I checked but I didn't get anything. And app also not allowed to go in.,register give number would button check mail app 
This app not work on my mobile phone,app work mobile phone 
"Worest app ever,I tried to book a Trisha from kollonnwa, some of them refusing, and some of them dont know the location,",app try book refusing not know location 
"Great app, well trained and very supportive drivers with unbeatable rates !!!",great app train supportive unbeatable 
නියමයි ඇප් එක මං සුභ පතනව පුලුවන්නම් බස් ටිකට් බුක් කරගන්නත් ඇප් එකක් හදන්න,
Awesome,awesome 
Started using pickme since few days. Actually it's very convenient and trusted so far.... #Satisfied,day actually convenient far satisfied 
Its a 100%gurentee service on time.i like it,service time like 
Cool,cool 
Game changing moment. Congratulations,game moment 
I like this,like 
Good...,good 
Good..,good 
The pre booking facility is not present,booking facility present 
This is a most accurate and faithful taxi service.It gives best travelling experince for you!,accurate faithful taxi service best 
Good Service,good service 
Perfect,perfect 
love it use full to #sirlanka,love use 
Woooow amazing app 😮😮😮😮😮,amazing app face open mouth 
Best service in sri lanka,good service sri 
Its convenient and the latest technolgy be updated,convenient late 
Normal,normal 
"Once I ordered a Tuk and called the driver to tell him the exact location .Then he said he knew it and would come in a minute.But I could see him roaming in the wrong lanes and places. I had to wait 20 mins and at last he called me and said his fuel tank is empty because of all this, as if it was MY fault.After I've said the location clearly,he was still roaming here and there.Please tell your drivers to know the lanes and roads properly and not to put the customers in trouble.",order driver tell exact location say knew come minute roam wrong wait fuel tank fault clearly know properly trouble 
Just need  more taxi,need taxi 
Allow pre-booking for less than 2 hours.,allow book 
😀😀,grin face grinning 
"Good,need some improvements. Its quite difficult to simultaneously log in using multiple devices. You need to enter your details again and again provided you use one device as a parent device.",good need difficult simultaneously log multiple enter provide use device parent 
Cheating price for tuks and no better service as before,cheat price well service 
Great price,great price 
App is not working properly,app work properly 
Super,super 
Please note I traveled by pickme last few days I traveled above 50 km more than 6 to 7 hours I have paid more than 1000/ rupees l feel it's unnecessary charges   I should have taken different vehicles to avoid the waiting charges this is for your information.,note travel day feel unnecessary take different avoid wait information 
Good taxi service,good taxi service 
Super terrible,super terrible 
Buggy... problems with locations.  Never shows actual location.,buggy actual location 
Useful app. Good☆☆☆☆☆,useful app good 
nothing bad to tell.fine,bad tell fine 
The app is not functioning  when it is connected to WiFi.. I am using android 7.1 I don't know whether its because of my os version but please look into this because I feel this is a critical bug and needs immediate attention...,app connect android know os version look feel critical bug need immediate attention 
I have just moved to SL and gotten a new number from Dialog. When I try to register my phone number the app comes with an error that the number is already registered. I have sent an email to their support team and have heard nothing back. Terrible customer service.,get new number try register phone app come error send support team terrible customer service 
Super,super 
Please enter the vehicle colour,enter vehicle colour 
Sri lankan number 1 taxi service,sri number taxi service 
Getting registered is really annoying. Repeatedly asking to fill details. What?  Where?,get register annoying repeatedly fill 
Please enable the option to have multiple drop off locations. For instance if we need to go to Nugegoda and then pick some one and then go to Dehivala it would be convenient if an approximate cost could be calculated for the whole trip. :),enable option multiple drop instance need pick convenient approximate cost calculate trip 
I wonder why am i being charged more on the regular trips I make through your app,wonder regular app 
"Useful App. But useless service. Drivers won't come on time.  And they won't come to exact location to pick customers. They""ll stop their vehicle (Tuk Tuk) and ask us to come their point. The reason they say that application got error or location not clear.  The major thing is Devoloper or management not care about customer. They never take any action against drivers. This is own bad experience of mine and my circle.",useful app useless service come time exact location pick stop vehicle ask point reason application get error clear major thing management care customer action bad experience circle 
K,
"My location is not fairly accurate, everytime i need to contact the driver and locate him... ex, door # 40 locates as 101",location fairly accurate need contact driver locate ex door 
I use Pickme whenever I can but sometimes this lags and I find it difficult to even confirm a booking.,use find difficult confirm booking 
"53/16 park Lane, Nawala, Rajagiriya.",park lane 
Good app Guy can you give us a new theme for PICK ME,good app guy new theme pick 
This app very helpful and getting low cost..anyone can use.,app helpful get low cost use 
Unable to locate using GPS,unable locate 
GOOD CHOICE එල එල๬,good choice 
Awesome,awesome 
I like it,like 
It would have been nice if you could arrange to settle the taxi bill through the app. I always have a difficult time finding Petty cash to settle the taxi. Taxi guys will have no change to settle a bill of Rs. 340....,nice arrange settle taxi bill app difficult time find petty cash change 
Very good service I like it,good service like 
Colombo,
I love this app very good super service,love app good super service 
"Bad updating ,i cant view any pick me taxis even though there are plenty !",bad not view pick taxi plenty 
I was using this app so much and I was happy with the service..but unfortunately app stopped working then I was booking cabs by calling really disappointed pls fix the bug,app happy service unfortunately stop work book call disappoint fix bug 
Good service. Modern technology.,good service modern technology 
It is good because u can select any car u want,good select car want 
Great,great 
"After the new update it's crap,  lags so much",new update crap 
Really i hate ths u guys dont have good drivers they are really stupid and yeah we are paying money and only coming not free so they must knw to respect us but ths people really dont knw i hate ths app pick me 😡,hate not good stupid yeah pay money come free respect people app pick pouting face 
Good,good 
When u won't to travel pls Order before 5 or 10 minutes,travel order 
Accurate gps locating fast service and transport and cheap love pick me,accurate fast service transport cheap love pick 
Confomation කෝඩ් එක එන්නෑ එක හදන්න,
A Lovely App,lovely app 
tharanga,
Very good app,good app 
Good,good 
Helpful,helpful 
Wonderful  App,wonderful app 
Good app but sometime it does not work,good app work 
Performance of the app is very show. Takes a long time to load every page!,performance app long time load page 
location does not show properly,location properly 
They have standards,
Slow and dont show accurate place,slow not accurate place 
App is unable to locate my location using GPS most of the time. All the time I have to enter my location manually which is really irritating. Also user friendliness of the app can be improved.,app unable locate location time enter manually irritate user friendliness 
Yes,yes 
"I will not use this service anymore due to the unreasonable new pricing....! You suck, pickme..!",use service unreasonable new suck 
Pick me is convenient,pick convenient 
GREAT APP,great app 
crashing...can't use it...so im gonna delete it....what's the purpose of using it....the old version was better...,use delete purpose old version better 
Super,super 
Superb,superb 
Honestly I can never rely on your cab service for an emergency. Truely dissapointed.,honestly rely cab service emergency 
superb,superb 
Really good job,good job 
Engineer,engineer 
This app was so good before but now won't respond.,app good respond 
Loved it to the core,core 
.,
Good,good 
But some drivers refuse to come...and so late...,refuse come late 
Bad,bad 
Good service,good service 
Drivers  to what ever  they want  specially tuk tuk ......... need to upgrade  the  drivers not the app .....,want specially need upgrade app 
Crap after the update.. Hopeless..,crap update hopeless 
Service,service 
"Service poor, drivers dump nothing to say",service poor dump 
PERFECT,perfect 
Perfect,perfect 
Perfect,perfect 
Nice,nice 
Very good and cheep rates,good cheep 
No lag but the GPS is not accurate...,no lag accurate 
"""Payment type"" button isn't working and doesn't allow me to change the payment method. Please fix this.",payment type button work allow change method fix 
"The Only App which has Three wheel in Srilanka. Works perfectly and new update looks awesome vehicles moving smoothly, It has ETA Sharing which is very useful for me as well as Ride estimate. Go Install this app Pickme is awesome not like that Shitty app 'Tuk tuk' who charges 50/- per KM where as Pickme charges only 35/-",app wheel work perfectly new update awesome move smoothly eta useful ride estimate install like 
I very love pick me because it is very easy to use and comparable,love pick easy use comparable 
It was doing fine until the past month when i re installed the app. It wouldnt give me a code to log in after i click forgot password. Ive tried and tried and finally got sick of it. Switching to uber because of bad service,fine past month app not code log click forgot password try finally get sick switch bad service 
Godak hondai,
After requesting a taxi..app is keep saying requesting forever and taxi never arrive :p... Total time wasting,taxi app say forever arrive total time waste 
It has become so bad. Drivers are terrible the service is terrible. One man didn't bother to call and check he got another hire and took off..uninstalling app..moving to Uber. Also your pickme team isn't helpful or responsive. Customer service is terrible. 'Noted' is not the way you respond to a complaint (fb msgs),bad terrible service man bother check get hire take app move team helpful responsive customer note way respond complaint 
Good,good 
Doesn't load.. Waste of time,load waste time 
Great service,great service 
Ohh,
Easy... affordable.... Comfortable.. hate some people's attitude though...,easy affordable comfortable hate people attitude 
Very good app,good app 
"Effiecient service, user-friendly app. Great all round.",service user friendly app great round 
U people just made sri lankan travel experience much better. Recommend to all specially to travellers. Keep it up,people sri travel experience better recommend specially 
I downloaded your app but it doesn't send me any verification number,app send verification number 
.,
User friendly,user friendly 
This app can't get the location while we are using a public wifi connection. I think new update made this bug. And location search won't give proper location results at all.,app location public connection think new update bug search proper 
Not bad.but some drivers cannot find my location though they are provided with a GPS.Guess ull have to teach them how to use a GPS first.Fares are really fair.,not bad find location provide guess ull teach use fair 
I love this app but give you 2 stars just because of  broken payment method option. It just not working.  I spoke to customer care representative and he told me Credit card payment available only for rides below Rs.2000. But that even doesn't work.,love app broken payment method option work speak customer care representative tell credit card available 
Within,
Quicker system to ride without tension any time of the day,system ride tension time day 
I am trying to get the credit card facility enabled. Talked to the call center several times and still no outcome.  First they said its under payment methods. It wasn't there. Then they said it will appear when I make a booking. It didn't appear. Then they said to uninstall the App and reinstall. Still nothing. Then they said the version that got downloaded is the old version and to update it. But there isn't an update option on the App.     Called again and was told to uninstall & download the Beta version,try credit card facility center time outcome say payment appear book app reinstall version get old update option tell beta 
Every time when I need to use this app I have to install it freshly.Next time if I use this app it is not working with the message of unfortunately it has stopped. Very bad new edition of this app.,time need use app install freshly work message unfortunately stop bad new edition 
App,app 
Good services,good 
"If you don't, you gonna loose to Uber , your maps and locationing really suck , and the app keeps on crashing in the bussy hours.",loose suck app 
"It's been over a month now since the app haven't been functioning as it is supposed to be , and customer service is pretty bad too , I recommend uber",month app suppose customer service pretty bad recommend 
Superb,superb 
R,
Good job.,good job 
good,good 
Now it takes forever to detect my location,forever detect location 
Bug... Not Working... 😈😈😈,bug not work smile face horn 
Convinien,
He didn't know to speak properly to a customer ppl like that shud be chased out of the company. Hez name is Sari Hettiharachy . Good for nothing driver😏,know speak properly customer like company sari good driver smirking face 
Easy to ride,easy ride 
Simple to use and realistic,simple use realistic 
Grate app  very usefull,grate app 
Saran,
Go sl go,
But strucking everytime,
Recent updates made the app slower and it shows a wrong location. It takes forever to complete a booking. It was working fine before the latest updates.look into this matter,recent app wrong location forever complete booking work fine late look matter 
Very good app,good app 
"Good concept, cheaper and reliable than a normal three wheeler.",good concept reliable normal wheeler 
super,super 
Easy,easy 
This is good but can be improved,good 
App is very slow and it takes hell lot of time to load properly. Disappointed!,app slow hell lot time load properly disappoint 
Very fast,fast 
Simply superb,simply superb 
Tried using this app today.. Well I was only able to press the booking option and it kept loading forever.. Tried thrice same results... Pls fix this bug...,try app today able press booking option keep load forever thrice fix bug 
It doesn't work on my phone. Tried several times uninstalling. But the app closes with a message it has unfortunately stopped!,work phone try time app message unfortunately stop 
They didnt wait for me but still waiting charges has added very unfair,not wait add unfair 
don't use it. the meters are fake,use fake 
Love You Pickme,love 
Didnt send sms when first time registered. Tried lot of times.,not send time register try lot 
Super app,super app 
Safe and cheapest Rate.,safe rate 
"I used it for the first time today. I love how the taxi driver gets tracked and it accurately shows where he is . I also love the fact that they show nearby taxis as well. Also happy that they give info about the drivers as well...like licence plate , name , name of vehicle etc.",time today love taxi driver track accurately fact nearby taxis happy like plate vehicle 
I want it,want 
Now i hv requested several time.. but still didint recived a verification code or a single email. Plzz help me to fix this,time verification code single help fix 
Superb,superb 
I had good response to every booking and low cost compared to other taxi services,good response book low cost taxi 
very useful and efficient app. No time barriers. 24 hours service. Excellent,useful efficient app no time service excellent 
It takes much time to confirm a cab and cancellation time is also worst.,time confirm cab cancellation worst 
Love,love 
please fix network issues..thank you pickme crew..,fix network thank crew 
Good service,good service 
The location we are in and the9 location that is shown up in the threewheel driver's phone is different..most of them cant even find where i am..always calling 3-4 times..,location show driver phone different not find call time 
HRMI,
Sss,
Used to work pretty well before the changes to the UI. But now it takes ages just to get the confirmation of a trip!,work pretty confirmation trip 
Book later option doesnt work properly,book later option not work properly 
Pickme was doing well until the app stopped functioning recently. I'm still unable to connect. Fix the bug! I have business for youuu!!! Or fair,app stop recently unable connect fix bug business fair 
Only waste app,waste app 
What did you do to the old version. The updated version is slow and 2 pinch zoom doesnt work. Realtime GPS doesnt work. What the..,old version slow pinch zoom not work 
The thing is i downloaded the app it worked fine sme days and later it doesnt work at all,thing app work fine day later not 
Super app,super app 
It's just decided to stop working since of late.. loved it before. . Hate it now. .,decide stop work late hate 
The app has being buggy after the update.. it keeps crashing and takes forever to open and load.. it's really annoying now.. used to love it.. but not anymore..,app buggy update forever open load annoying love 
Is it just me or anyone else experiencing problems with the PickMe app recently?,app recently 
"This app works fine when it decides to, must most of the time it flipping doesn't. I'm stuck at home with no transportation. Send help!",app work fine time stick home transportation send help 
"After new updation, unable to use the app properly. Too slow.It's a waste of time.",new unable use app properly slow waste time 
Keep up the great work!,great work 
App keeps on hanging. Location is not auto discovered   keeps closing by itself very frustrating experience,app hang location auto discover experience 
"After the recent update, the application is not loading properly, does not load even after a Location and 3G reset.",recent update application load properly location reset 
Gets the job done,job 
Very good to me,good 
You are asking the permission to access to my media . So that is not a good things. .. can anyone give me a explain this,permission access medium good explain 
Good job,good job 
Early morning can't get taxi,early morning taxi 
Good good and good,good 
Always dissapointing,
Fast on time,fast time 
This app has made my life so much easier,app life easy 
Athukora,
Yammi,
Some times it gavd wrong location,time wrong location 
Stop my pic me app,stop pic app 
nan,nan 
After recent upgrade. Hard to use it. Location not updated till gps lock. Previous version use the mobile network it was faster.,recent upgrade hard use location till lock previous version mobile network faster 
Well,
Map won't find places ..need to be updated the maps,map find need 
Its very use full app its not fake,use app fake 
I love the lack of human contact before booking a cab,love lack human contact book cab 
Super,super 
Pinching with 2 fingers to zoom out the map makes me crazy. It only recognizes one one finger & map goes all over the place. I believe its not a huge matter to fix. But makes our lives that much easy. Wanna see this fix soon before i decide to uninstall this.,pinch zoom map crazy finger go place believe huge matter fix easy soon decide 
That you people are good so let me find out,people good let find 
Best way to travel around colombo,good way travel 
Amtu jas,
Good,good 
Awesome,awesome 
Keep it up,
"The app works exceptionally well. I'm a big fan of minimal but clean-quality interfaces and PickMe offers just that! The actual service intended to provide has been nothing but a great experience as well.  A very minor inconvenience is however the small list of drop-off locations suggested for queries. Specifically typing a place may not show any results, and such scenario requires the user to manually pinpoint. Apart from the above mentioned, I give PickMe a solid two thumbs up!",app work exceptionally big fan minimal clean quality actual service intend provide great experience minor inconvenience small list drop specifically place scenario user manually pinpoint apart solid 
I cannot set a place properly,set place properly 
"After update of this app getting ages to download or upload the information, previous version was very fine and every thing were fast.",update app get information previous version fine thing fast 
Its a handy app for the long time logging taxi booking service. Well optimized app. Reliable to use.,handy app long time log taxi book service reliable use 
"Guys Dont use this app, switch to Uber. It has very affordable prices than this bullshit",not use app switch affordable 
Best for an emergency,good emergency 
Keep the great work!,great work 
Super  service,super service 
very fast response and best service,fast response good service 
Ummmwah,
I daily use pickme  it's  the safest ride i can trust on to go anywhere at anytime . Its so resonable and the drivers are kind and friendly .  With out it i feel so terrible  because  this days most of the taxi drivers are grumpy and some charges are high too its very rare to find a good one.  Please expand  ur service  somemore  because sometimes i too find difficult to find a taxi  i hope because of the high demand .,daily use ride trust kind friendly feel terrible day taxi grumpy high rare find good expand ur service difficult hope demand 
When I open the app it always is just white and only very rarely it opens,open app white rarely 
Nice app,nice app 
Sadly it's still Crashing for me Sony Xperia Z3,sadly 
Thanx for ur service,ur service 
Really very useful,useful 
I would like if the taxi location is exactly correct. I would rate this 5 stars if youll keep updating the taxi location very quick and very accurate. Regards....... Senuthi,like taxi location exactly correct rate quick accurate 
"After booking a mini, the app said that the price is Rs.(390 to 450) but after the ride it said Rs.556. is it a bug or a scam .",book app say price ride bug scam 
Usefull,
Anytime,
Sometimes the wrong pickup location comes and when that happens it's very hard to get the correct pickup location. Fix this and I'll give u 5 star. Other than that it's a really good app. Oh plus there are no vehicles sometimes,wrong pickup location come hard correct fix shall star good app oh plus 
"Downloaded it while on vacation, fair prices and drivers we faced were excellent!",vacation fair face excellent 
"I booked a tuk tuk, and waited. Then app said your tuk tuk has arrived and then it said trip started. App shows my tuk tuk is moving along the road while I still standing in my position. I was wondering and tried to book another. But app doesn't allow for that also. It's OK, every app got bugs. Worse thing is your customer care service. I tried to call , but it was hanging all the time. Absolute useless.",book app say trip move road stand position wonder try allow get bad thing customer care service hang time absolute useless 
Can't use this app in tabs only in phones,use app 
Crashed!. Always,
Very helpfull for all people,people 
Best,best 
I hate it,hate 
Absolutely fantastic,absolutely fantastic 
Superb....good job,superb good job 
Superb app it really helps even taxi fair is less no worries can sent anyone even children alone cuz we get  all the details really great app tnx for making an app like this,superb app taxi fair send great make like 
The app works well. No complains there but too many notification texts and emails. The same info is sent via texts and emails. It gets kinda annoying after a while.,app work no notification send annoying 
It is very good,good 
They show the ride estimate between a certain min and a max amount. But it always exceeds the max amount when we travel thru cars,ride estimate certain min travel 
but need more taxi's please...,need taxi 
:-):-):-):-),
great app,great app 
Great app,great app 
good..but always no vehicles,good 
I went from Colombo to Hikkaduwa and back as well as Colombo to Kalpitya and back. They even call you to confirm order. Awesome service!,go confirm order awesome service 
I,
One of the best experiences ever in Sri Lanka this made our life very much easy,good sri life easy 
Good app,good app 
Can't type the drop off location.,type drop location 
At least in this application when they say they're coming they 100% are coming,application come 
"New update shows the login screen after that not respond and close the app, so I uninstall the app and reinstall again but same way this update mess up pickmem and same day they update program now its working thanks pickme",new update login screen respond close app reinstall way mess day program work thank 
The new version is not working. Earlier this was very helpful for me. Now can't get a taxi coz new version is not getting open. A blank black screen is appearing.,new version work helpful taxi coz get open blank black screen 
Your service is really good but today i wanted to go to my class early and couldn't go because there was not a single vehicle.hope you guys sort it out.by the way pickme is awesome.👍,service good today class early single vehicle hope sort way awesome thumb 
Every time I open the app after some time it crashes. Please fix this issue.,time open app fix issue 
Updated version is not good... Very bad... Slow...,version good bad slow 
"Drivers always come later than mentioned in the app and takes the slowest route. Don't bother adding a drop off location, even to known places, they always ask for directions.",come later app route don bother drop location know ask 
Its fantastic,fantastic 
Loving the new UI,love new 
New PickMe version( 2.13.0.2.L202) doesn't work.. When i open the app i get a blank screen and the app crashes after some time . It used to work fine before. I am using  Samsung Galaxy Core  GT-I8262.,new version work open app blank screen time fine galaxy core 
It works now after the new update. Thank you.,work new update thank 
The new update looks great!,new update great 
Very easy to use.love it,easy use love 
Love the new UI!!,love new 
Overall I have no any issues with the service. only needs to expand it. keep it up. Good luck!,overall service need expand good luck 
The latest update isn't loading its crashing all the time,late update loading time 
Very good,good 
Useful,useful 
Very helpful app,helpful app 
Very reasonable price,reasonable price 
Good job,good job 
See sreet Colombo 11,
Love this app. One of the best. Easy to use,love app good easy use 
I want to reset the password for the app. Everytime it just ask for my email an said we will send a text and that's all. I got nothing at all.,want reset password app ask say send text get 
Good service. Good app,good service app 
"Most of the tuk drivers call and cancel saying too far. If they are too far, why the hell are they in the map. Poor service",cancel say far hell map poor service 
Good driver and good service,good driver service 
Reliable and efficient service. Design of the app is also really good. All together job well done,reliable efficient service design app good job 
Been trying to get the app working. But it crashes everytime I try to log in. No use of service without properly working app. A waste in vain. . .,try app work log no use service properly waste vain 
It is Suck,suck 
Good.but weekends service s are not convenient.,good service convenient 
Wht a great app..very important app,great app important 
This is a really great service. Need to improve the number of taxies and add facility to use this service for people doesn't have mobile connection (connected over wi-fi),great service need improve number add facility use people mobile connection connect wi fi 
This type of car service is new to us. No worries here after about finding a cab. Most of all once a cab is ordered it arrives on time and the fare is reasonable.,type car service new no find cab order time fare reasonable 
Please fix the mistake tht it says tht the appp unfortunately stopped working please fix this errotpr coz I liked the way ot was before without all this trouble and due to this I am in triouble without being able to book a very truthfu an believed taxi drivers. Please fix this error in order to get the highest possible rating from me,fix mistake unfortunately stop work coz way trouble able book taxi error order high possible rating 
"More vehicles, will take your job to next level..",job level 
"Some drivers are not friendly. And also they come to shout at us, when it was his mistake. But it's a really good app.  But y ourl need to improve the number of threewheelers. Cheers pick me . It's an awesome app",friendly come shout mistake good app need improve number pick awesome 
Muaad,
Nice and useful app,nice useful app 
Good service,good service 
Had 2 experiences with Pick me. That was a very easy way to book a taxi and the service is satisfying..,pick easy way book taxi service satisfying 
This app is v.gooooooood,app 
This is tge best hiring c,good 
This app is very useful. Rather this a service.,app useful service 
Safe:fast:smooth,safe fast smooth 
Excellent,excellent 
Very good service.,good service 
Excellent !,excellent 
Lovely app,lovely app 
Best,best 
"Suddenly doesn't seem to respond on my Samsung galaxy tab s anymore. Even after reinstalling. ""Unfortunately, pickme has stopped""",suddenly respond galaxy tab unfortunately stop 
"PickMe has become my go to app for all things transport. Convinient, user friendly, pleasent drivers, reasonable rates. But there has been a decline in the number of taxis lately making it impossible to find one at times. Specially when it's really urgent. And like any business there is a couple of bad seeds when it comes to drivers but 90% of them are pretty good chaps. And almost everyone knows how to navigate to a location without directions now. All in all its a good app wth room for improvement.",app transport user friendly reasonable decline number taxi lately make impossible find time specially urgent like business couple bad come pretty good chap navigate location room improvement 
Great,great 
Loved,
"App is quite convenient, but some drivers ruin the quality of service. There is an option to rate drivers right after the trip, but it's good to have an option to give feedback later too. Some drivers are rude and not easy to work with. They don't seem capable of finding places using simple instructions.",app convenient ruin quality service option rate right trip good feedback later rude easy work capable finding simple 
Mr,
Very convenient to use. Best way to picked up... recomending all to use. Fast and cheap method of travelling. Well done pick me..,convenient use good way pick fast cheap method 
Its realy help full app. Last one week i took pick me tuk. Its a better experience. Bt you u have to expans this out of colombo area. I cant find taxi in out of colombo area.,help app week take pick well experience area not find taxi 
Awesome,awesome 
very useful app,useful app 
Really useful app for rides around Colombo Sri Lanka,useful app sri 
Good,good 
The app is actually pretty great but I cannot pre book a tuk. Please fix it,app actually pretty great book fix 
I booked a van.. last minute driver 'mahesh' called and said he cant come. Very bad customer service because called customer care to launch a complaint but not responding in a proper way. Very dissappointed of your service.,book van minute driver say not come bad customer service care launch complaint proper way 
Please add more vans .. because i need mostly vans but whenever um gonna try it shows #no vechicle#,add need um try 
Good service...,good service 
Hey overall your app is really awesome. But the most disappointed part is when you search a place in you map it really suck! Please do something or even atleaset merge with the Google Map search results. We only get few suggestions and most of them are useless. Not even the main landmarks are showing up in the search results.,hey overall app awesome disappointed search place map suck merge useless not main showing 
Ive also use rhis service but tell the drivers to be frindly...,use service tell 
Cool,cool 
♥,heart suit 
"I have one suggestion for you all. Please add a feature where we can mark important places in the map. For an example house, school, work. Something like a star in the Google maps would do as well.",suggestion add feature mark important map example house school work like star 
Wimalârthne,
I loved it because it is very comfortable to my road as there is no longer threewheelrs,comfortable road longer 
Good job,good job 
Crashes after I enter the password ! Please fix it guys ..,enter password fix 
"Please send drivers who know the routes ... Do their phones have GPS ? Well they don't wanna use it . the driver stopped the car and went to ""ask for directions"" for 10 mins and came back with no info !!! Then we realized that he hadn't stopped the meter so we were charged for the time he wasted. }:(",send know use driver stop car go ask come meter time waste 
You guys should add the tuk tuk pre booking back.,add book 
I loved it,
Nice apps,nice 
I uninstalled tgis app. But they always send SMS to my number. I hate that,uninstalle app send number hate 
Not working at all in the Samsung 8.0 galaxy note tab.,not work galaxy note tab 
