,text,Preprocessed_text,cluster
4846,It is good and safe,good safe ,Common
4847,Hope you will enable this feature to Galle area too. 😃✌,hope enable feature area grinning face big eye victory hand ,Feature Request
4848,Lovely app but it's not coming for Me earliya I took it but bymistakly it got uninstalled after that I try to install in came and its asking for my date of birth early I gave a fake one and login now it's too hard get pickme again plzzzz make sure,lovely app come take get uninstalled try install date birth early give fake login hard sure ,Bug_fix
4849,Best app,best app ,Common
4850,Ok,nan,Common
4851,It jus a hud app and that's Wat I know  I guess hmm d,hud app wat know guess ,Common
4852,Idk,nan,Common
4853,The signal is not strong,signal strong ,Bug_fix
4854,After the last update the app has been taking ages to open up. The loading is very slow.  I have to wait for a minimum of 3 minutes to open the app and another 2 mins to get the location and the most dissapointing thing is after all these efforts you don't find a single vehicle.,update app take open loading slow wait minimum location thing find single vehicle ,Common
4855,User friendly  !,user friendly ,Bug_fix
4856,"While the service is good, must point out that the 'Waiting Charges' you put upon the clients are uncalled for. Daily commuters in colombo areas has to endure heavy traffic and getting stuck in one shouldn't be a reason for the client to bare extra costs. Its understandable if the client stops somewhere to run errands. Please look into this.",service good point wait uncalled daily endure heavy traffic get stick reason client bare extra understandable run look ,Common
4857,Superb app and wonderful service,superb app wonderful service ,Common
4858,👍👍  👍,thumbs thumb ,Bug_fix
4859,Wow,wow ,Bug_fix
4860,vijayadevi,nan,Common
4861,kandy driver lage rate eka parana ganata genna.,driver rate ,Bug_fix
4862,Good,good ,Common
4863,Kandy pik me riyadurange  duka.nuwara tibena hama parakma kadi ho walawal atha.2 ha 3 giyaraye sama welawakama yamata siduwei.hantana heerassagala kadu 1 giyaraye  kanda adi.hayarak awasanaye labenne sulu mudalaki.nawatha hayarak ganimata nuwarata nawatha pamine.tuk ekmanata abalan wei. aduma taramin 1km 45 ho 50 labadenamen ella sitimi..lipiyak may gana karyalata laba de atha.pikme palanya karana ayata may duka danum demu .mama kiyanne boruwak nam nuwara parawal tuk ekakin yanamen ella sitimi.stuthi,pik ho ha km de nam ,Bug_fix
4864,Awesome but sometimes very useless,awesome useless ,Common
4865,Good app,good app ,Common
4866,Drivers who use this app always talks and annoys at the same time they charge more than Uber.,use app time charge ,Common
4867,"Driver came & i asked to wait... then he left without informing us... later this message came "" Dear Passenger, We regret to inform you that your booking ref no: 39201384 has been cancelled on driver request. Please request again to book another PickMe""😁",driver come wait leave later message dear passenger regret inform book ref request beaming face smile eye ,Feature Request
4868,No 1 taxi service in Sri Lanka,no taxi service sri ,Common
4869,Good app but very few cabs in colombo,good app ,Common
4870,GOOD,good ,Common
4871,Your service is just disgusting. No one picks the rides in peak times or at night even after 7pm. What the hell. Uninstalling this. No point of having an app without any use. Please add staff who can be committed to their job.,service disgust no peak time night pm hell point app use add staff job ,Common
4872,"I am regular user of PickMe Tuk Tuk and their mini cars . Its a safe and reliable service provided by a Sri Lankan company .   But lately i find it very hard  to obtain their TUK TUKs in the morning . I have to wait several hours till one is available .  On weekdays  its the same in the evenings ,its  very difficult to get one .  I was made to understand that the drivers switch off their phones which has the app  during heavy traffic time  in the evenings . And most of them  dont  want to take hires in the evening  when  offices close .  Appreciate  the management of PickMe looking into this matter as  its a service to the customer  which they must emphasise  first .  Another issue  i am having is that i cannot  put my starting home address , its always another house number which appears in your App. Eventually your  Drivers  end up at the wrong  address always . I have to call your driver and get them to come to the correct address .",regular user safe reliable service provide sri company lately find hard obtain morning wait till available difficult understand switch app heavy traffic time not want evening close appreciate management look matter customer issue start home address house number eventually end wrong driver come correct ,Bug_fix
4873,I tried last few times. Drivers constantly declining the trips and make me really annoyed. Pick me sure to have some track of cancellations,try time constantly pick sure track ,Bug_fix
4874,Good one...,good ,Common
4875,So far it's good.,far good ,Common
4876,"So Easy , Quick & Safe .",easy quick safe ,Common
4877,Intrface is not clear in tabs.,clear ,Bug_fix
4878,Good,good ,Common
4879,Useless for booking a mini car,useless booking car ,Bug_fix
4880,Useful,useful ,Bug_fix
4881,Excellent service,excellent service ,Common
4882,Good for the time been,good time ,Common
4883,The app is great but the business doesn't know how to run it !  The tuk guys are just ridiculous,app great business know run ridiculous ,Common
4884,It is the most efficient and fastest way of travelling in Colombo and do not review this app as bad.It is really fast and you can pay cash .There is no need of entering card numbers and I recommend this app as a great acheivment in Sri Lanka.,efficient way review app bad fast pay cash need enter card recommend great sri ,Common
4885,There's no way to edit a rating once we mistakenly rated someone.,way edit rating mistakenly rate ,Feature Request
4886,💝💝💝,heart ribbon ,Feature Request
4887,The final rate does not tally with what's shown upfront when booking. It's way off. I used it for 2 bookings and the final bill was 150% the 1st time and 175% the 2nd time,final rate tally show book way bill st time nd ,Feature Request
4888,The location dialog box will not go off even after I turn the location on,location box turn ,Bug_fix
4889,Today totally not working.,today totally work ,Common
4890,"One of the easiest way to book a tuk or a cab in urban areas, easy  to use UI and they have a good number of vehicles too",easy way book cab urban use good number ,Common
4891,Gooood,nan,Common
4892,Good,good ,Common
4893,Today i Orderd Pic me Driver pic phone And Ask About Location When i tell him About My Location He Say its Too Near So Cancelled the Trip Plz Fix it And Help Peoples dont too much Greedy....,today pic driver phone ask location tell near trip fix help not greedy ,Bug_fix
4894,"Nothing with regard to the app, however there are no Tuks during the peak times",regard app peak time ,Common
4895,Very useful app,useful app ,Common
4896,The drivers are very inhuman.Always restarts the three-wheeler so that the meter rises and Im even uninstalling this app cause this is the worst!,inhuman wheeler meter app cause bad ,Bug_fix
4897,Very good app. Fast and easy to find taxi,good app fast easy find taxi ,Common
4898,Awesome App.its very useful and customer satisfaction.👍👍👍👍,awesome app useful customer satisfaction thumb thumbs ,Feature Request
4899,Very useful help for our day to day travel.,useful help day travel ,Feature Request
4900,The new update kind of sucks..... I can't see any words of any button... I can't see the fare details or anything... I even tried reinstalling..but it doesn't work,new update kind button fare try work ,Common
4901,Like me it,like ,Feature Request
4902,Good,good ,Common
4903,Nice,nice ,Common
4904,Good,good ,Common
4905,it's really slow for my mobile,slow mobile ,Bug_fix
4906,This crappy update takes 10 mins to locate us and another 20 mins to find a tuk..  Update ASAP!!!,update locate find ,Bug_fix
4907,Idk,nan,Common
4908,Best of the best,best good ,Common
4909,This was better before the last 2 updates. And now the latest update says critical bug fixes. But it seems you guys introduced major bugs to the app. It takea ages to calculate even the arrival time. So disappointed!,better late update critical bug major app calculate arrival time disappointed ,Bug_fix
4910,Excellent service,excellent service ,Common
4911,Why now this so slow,slow ,Bug_fix
4912,Legit,legit ,Bug_fix
4913,awesome,awesome ,Common
4914,Crashes when opening,opening ,Bug_fix
4915,I have just got an app crash. In 3 days they give me a solution. Now it's working. Very helpful staff. Thanks to Rishoban.,get app crash day solution work helpful staff thank ,Common
4916,Thanks,thank ,Common
4917,"After the latest update, this app takes for ever to find a cab near me!",late update app find cab near ,Common
4918,Easy to used good app,easy good app ,Common
4919,Great,great ,Feature Request
4920,Pls ca u over look in to he mtter of this application is clashing... we can't even open the app for last 2 weeks... Appreciate,look application open app appreciate ,Common
4921,I just love travelling in pick me. It's very useful  for ur urgent purposes...,love pick useful ur urgent ,Bug_fix
4922,After installing the app it can't open. Help me to install the app and work properly,app open help install work properly ,Common
4923,"This last update is waste of my time and my travel, it not working",update waste time travel work ,Common
4924,I only managed to use it on one trip. The next time I tried to get it the app had crashed and I was informed that the app had stopped working. Have I got to uninstall and reinstall to get it working?,use trip time try app inform stop work get reinstall ,Common
4925,its good for sri lanken work peoples.,good sri work ,Common
4926,most important,important ,Common
4927,Perfect service,perfect service ,Common
4928,I love this app,love app ,Common
4929,Best alternative to uber in lk,good alternative ,Common
4930,Brilliant app,brilliant app ,Common
4931,Pickme App wont start. Crashes when opened.,app will not start ,Common
4932,Good work pick me,good work pick ,Common
4933,Thank you.. very much..,thank ,Common
4934,Soo many lags,nan,Common
4935,Its good app and service. During my vacation I use pick me and it gives good service ones I lost my I pad in the taxi and I call the pick me customer service to help an initially driver didn't answer the call after pick me customer care comes in I got the lost item ...Thanks  they did the job.,good app service vacation use pick lose pad taxi customer help initially driver answer care come get item thank job ,Common
4936,"some cars are not good, some drivers don't know about promo codes and etc. please teach them",good know teach ,Common
4937,i love it,love ,Common
4938,Useful,useful ,Bug_fix
4939,Super app,super app ,Common
4940,"Worst app. Very slow. Uber is far better than this. If the driver cancels, it wouldn't automatically assign a new vehicle. I wouldn't recommend this app to anyone. They need more experience in developing UX/UI.   P.S.:- Never use this app for an emergency case.",worst app slow far better driver automatically assign new vehicle recommend need experience use emergency case ,Common
4941,Gud,gud ,Bug_fix
4942,The app is going crazy... Keep this going and lets see how many use the app,app go crazy use ,Common
4943,Taking years to open up the app. Absolutely testing my patience in need.,take open app absolutely test patience need ,Feature Request
4944,I waited for hours for someone to pick me up but all the drivers are transfering the pickup to one another no one is confirming plus whats the point of having a navigation when they cant even find the customer via the app. Totally dissapointed. Im removing the app,pick pickup confirm plus point navigation not find customer app totally remove ,Bug_fix
4945,Good,good ,Common
4946,"The app UI is not user friendly, lags a lot and very slow!",app user friendly lot slow ,Bug_fix
4947,The app loading time and overall response time has increased. I have to wait many seconds to loading screens to disappear even when I am on a good 4G connection.,app load time overall response wait loading disappear good connection ,Common
4948,Why am I unable to my Visa Devbit card? Have been trying for the last week and I still cannot..,unable visa card try week ,Bug_fix
4949,Simple and easy,simple easy ,Common
4950,Wow verry good app,wow good app ,Common
4951,I cant find  any tuk tuk in Kandy,not find ,Bug_fix
4952,Great work,great work ,Common
4953,Poor service,poor service ,Common
4954,Very usful,nan,Common
4955,Not a bad app. But try arrive alot faster,not bad app try arrive faster ,Bug_fix
4956,Very useful but difficult to find vehicles in the morning.,useful difficult find morning ,Bug_fix
4957,The drivers are very rude specially the trishaw one's  They refuse to come if the trip is short and are very rude when speaking to them to give directions,rude specially refuse come trip short speaking ,Bug_fix
4958,The price ranges are ok with PickMe but some of the drivers in the tuks doesn't even know how to talk to the customers. If its possible please try to add a new feature where I can book a vehicle for another person who is staying in a different location by adding that person's phone number before the booking confirmation so that the driver can communicate with that specific person.,price know talk possible try add new feature book vehicle person different location phone number confirmation driver communicate specific ,Feature Request
4959,Very easy work,easy work ,Common
4960,👍👍,thumbs ,Bug_fix
4961,Great UI and smooth UX most of the time. Revolutionised the way Sri Lanka books taxis and consistent with innovation and updates. Well done!,great smooth time way sri taxis consistent innovation ,Common
4962,Worst service ever. Drivers refuses to come all the time and this service does not care about it.,bad service come time care ,Common
4963,After this one trip i couldn't order a ride,trip order ride ,Common
4964,"The app hasnt been updated to work properly with 7.1.1 nougat, the app cant seem to connect to gps and cant be exited",app work properly nougat not connect ,Common
4965,Awesome,awesome ,Common
4966,Good job,good job ,Common
4967,Very nice,nice ,Common
4968,Nothing,nan,Common
4969,Goood,nan,Common
4970,Amazing,amazing ,Bug_fix
4971,This is so useful,useful ,Bug_fix
4972,"It's working but taxies less available out of Colombo for now. Little bit slow on my Micromax A74 (Android 4.2.2, Dual Core 1.3 MTK, 512MB RAM). Taxi drivers are trained pretty well and they work hard to give you a good service because you can rate them. But for now Pick me is the best taxi app option available. Works faster than Uber.",work available little bit slow android dual core mb ram taxi train pretty hard good service rate pick app option faster ,Common
4973,I really enjoy to travel this app,enjoy travel app ,Common
4974,Kandy,nan,Common
4975,Good,good ,Common
4976,Need to check,need check ,Bug_fix
4977,Loved it,nan,Common
4978,"A much needed app for me. Anytime, there is a taxi.",app taxi ,Common
4979,very good app good service,good app service ,Common
4980,The best taxi booking App in srilanka,good taxi book app ,Common
4981,After the new update I'm unable to add the drop location and get an estimate for the amount. It does not allow me to click on a location. Please get this fixed ASAP.,new update unable add drop location estimate allow click fix ,Bug_fix
4982,Nice,nice ,Common
4983,"Drivers don't know how to use Google Maps, always asking us where are we going and where we are, we even need to show them how to use the Map. Drivers changed their cars and did not update, needing us to double confirm the driver's details before boarding. Drivers refused our calls to pick us due to reasons like ""The driver are too far (when they are just less than 2km away from us) or they don't know where are we going and just plain refused to come"" Drivers can't really understand English much, communicating is super difficult, specially when you want them to go to your destination. All in all, the service provided by the drivers is very terrible. Don't even know how Pickme selects its drivers. VERY VERY BAD.",know use go need map update double confirm driver boarding pick like far km away plain come understand communicate super difficult specially want destination service provide terrible don bad ,Common
4984,wow the best app ever,wow good app ,Common
4985,Got lost,get lose ,Bug_fix
4986,Good for travelling,good ,Common
4987,Super,super ,Bug_fix
4988,It is very good,good ,Common
4989,Very  good,good ,Common
4990,Superb app...indispensible tool for convenient locomotion...isn't it?,superb app tool convenient locomotion ,Common
4991,Good service,good service ,Common
4992,good in night,good night ,Common
4993,good super app,good super app ,Common
4994,Wow I l,wow ,Bug_fix
4995,"Do not use! Driver does not show up! Then they call you and send you a message that the trip was cancelled due to ""Passenger Request""!",use driver send message trip passenger request ,Common
4996,Good,good ,Common
4997,Very use full en quick service,use en quick service ,Common
4998,"Good business concept, but when I book a car, even if the trip confirmation sms received, app still searching for the vehicles. Till the trip completion sms received, no way to know whether the trip is completed or still on",good business concept book car trip confirmation receive app search till completion way know ,Bug_fix
4999,I  BOOKED A TAXI AND IN A SUDDEN THE SERVER CRASHED FOR BOTH OF US (driver and me)BUT STILL I WAS MESSAGED SAYIN THE BOOKIN WAS CONFIRMED .pls make sure you keep the app with no bugs and I hope this.wont happen again,book taxi sudden server driver confirm sure app hope will not happen ,Bug_fix
5000,This is a good app.,good app ,Common
5001,Good,good ,Common
5002,Good this app,good app ,Common
5003,very useful app...i like it,useful app like ,Common
5004,Highly appreciate your services. Very convenient & safe way of traveling. Drivers are so polite. Thanks a lot.,highly appreciate convenient safe way travel polite thank lot ,Common
5005,Very good service,good service ,Common
5006,Good app & very useful,good app useful ,Common
5007,Hopeless when you need it. At peak (morning & evening) times...no vehicles are available.,hopeless need peak morning evening time available ,Common
5008,Nice,nice ,Common
5009,Absolutely safety useful app. Love it. Cheers,absolutely safety useful app love ,Common
5010,Good job pick me,good job pick ,Common
5011,I have been used the service since one year. Good service and we can get the service any time in the Colombo area.,service year good time area ,Common
5012,very cheap and easy to use,cheap easy use ,Common
5013,Grate,grate ,Common
5014,I absolutely love it,absolutely love ,Common
5015,"Pickme should ensure that they are enable to guarantee what they say, for example getting a driver's contact details well after 15 minutes is certainly not in accordance to the message they send after a booking.",ensure enable guarantee example get driver contact certainly accordance message send book ,Common
5016,Should give more offers and discounts,nan,Common
5017,Good app keep it up,good app ,Common
5018,"I re-installed the pick me app and i couldnt remember  my pass word  but when i followed ""forgot password"" I'm not reciving the temporary pass code sms",pick app remember pass word forgot password temporary code ,Bug_fix
5019,Useful,useful ,Bug_fix
5020,Very useful and great service,useful great service ,Common
5021,Really bad app.  Drivers refused to accept my hire from Vauxhall street to Borella.  Three drivers did that. Location does not show properly bad interface.  Very poor app development. Don't recommend this app at all.,bad app accept hire street location properly interface poor development don recommend ,Common
5022,Great app,great app ,Common
5023,Good,good ,Common
5024,It's terrible. It didn't let me even create an account. The app crashed,terrible let create account app ,Common
5025,Most of the drivers cancel the trip if our trip too short.,cancel trip short ,Feature Request
5026,it's fine but in whatsapp I got a message of your driver thing,fine get message driver thing ,Bug_fix
5027,"I bocked a vehicle before 2 weeks but the last time they call me and said sory sir no vehicles in that area, So I'm very helpless..... PICK ME cheated me😠",vehicle time say sory sir area helpless pick angry face ,Feature Request
5028,Perfect App,perfect app ,Common
5029,Good service,good service ,Common
5030,Good,good ,Common
5031,Convenience at it's best.,convenience good ,Common
5032,This is super..  I am amazed with this,super amazed ,Bug_fix
5033,"This app has horrible ""destination selection"" option. It always failed and it always gives you the pickup location as drop location. Fix it. Please.",app horrible destination selection option pickup location drop fix ,Feature Request
5034,Best app,best app ,Common
5035,Brilliantly made app. Clean UI. Easy to use and Intuitive. Keep up the good work!,brilliantly app clean easy use intuitive good work ,Common
5036,Good,good ,Common
5037,Good,good ,Common
5038,Best app ever,good app ,Common
5039,Pick me is wow But we want benefits.,pick wow want ,Bug_fix
5040,A good app and its good to have a app like this in sri lanka,good app like sri ,Common
5041,Great service for people,great service people ,Common
5042,Good work,good work ,Common
5043,Pick me is a reliable service,pick reliable service ,Common
5044,"Love this app, they're always making improvements which I appreciate and good offers are available as well",love app make appreciate good available ,Common
5045,Its quite useful,useful ,Bug_fix
5046,Good,good ,Common
5047,Veryy usefull app install it,app install ,Common
5048,Best app for taxis in Sri Lanka,best app taxis ,Common
5049,Pickme  is a best  i like  pickme,good like ,Common
5050,It ok,nan,Common
5051,Very good,good ,Common
5052,It is a good app,good app ,Common
5053,It's very useful app for travelling,useful app ,Common
5054,Gud,gud ,Bug_fix
5055,Good work easy to get,good work easy ,Common
5056,Cool,cool ,Bug_fix
5057,Too slow & it doesn't work properly l don't know why... 1st time I use it works perfectly. But now it doesn't work....🙅👎👎👎👎👎,slow work properly know st time use perfectly person gesture no thumb ,Common
5058,This is horrible...they are cheating customers..customer representative s are not supportive.worst level service,horrible cheat customer representative supportive bad level service ,Common
5059,This is a goog app. Thx,app ,Common
5060,Sri lankan made best APP..,sri good app ,Common
5061,It was very helpful,helpful ,Common
5062,Worst app ever. Shows the express way as the route to the three wheel driver. Locations are not accurate at all. Contact numbers of drivers are not even in use. Hated it.,worst app express way route wheel driver accurate contact use ,Common
5063,"The first time I called a PickMe 3 wheeler I had no problems. The second time I called a PickMe cab from Java lounge, Jawatte road. The driver phones me back and tells me he was in Fort and it's too far for him to come to where I was! He sounded as if it was my fault that he was called!!! I asked him what he wanted me to do. He tells me to cancel my booking and re-book thru the app. I did as he said. The second driver also phones me and tells me he was too far and couldn't come to pick me up!!! My fault again! I was extremely annoyed! Is it my job to inform the closest driver to come get me? The app was showing several vehicles close by!",time wheeler second cab lounge road driver fort far come fault cancel book app say pick extremely job inform show close ,Bug_fix
5064,No vehicles every time,no time ,Bug_fix
5065,Best app to hail a cab quickly in srilanka,best app hail cab quickly ,Common
5066,Nothing,nan,Common
5067,Its sooo gooo,nan,Common
5068,App is slow,app slow ,Common
5069,Excellent service.... thank you!,excellent service thank ,Common
5070,Excellent!!!,excellent ,Common
5071,"Drivers are not having sense of humor. Cancelling bookings, if they accept the booking it will cancel the trip is too long from his area or its not satisfied income for each trip. Poor customer satisfaction.",sense humor accept book cancel trip long area satisfied income poor customer satisfaction ,Feature Request
5072,The best App I've seen in SL so far. I didn't find any complications since started using it.  The accuracy of locating the vehicle during the trip should be more efficient.  Overall performance are just Awesome!!!,good app see far find accuracy vehicle trip efficient overall performance awesome ,Common
5073,It would be better if you can reduce the charges. The recent price change is unfair cause there's no improvement in the service. Do we have to pay extra Rs.100 for a trip? It doesn't make any sense at all. I'd rather go by a budget taxi which I have to pay starting prize Rs 50 though. It's worth the prize. Overall this is a good attempt and great concept.,better reduce recent price change unfair cause improvement service pay extra trip sense budget taxi start prize worth overall good attempt great concept ,Common
5074,App is awesome,app awesome ,Common
5075,Good,good ,Common
5076,need more improvements,need ,Feature Request
5077,"Nice interface,useful app",nice interface useful app ,Common
5078,Good job,good job ,Common
5079,Very useful. Vehicle comes to the door step. Prices are OK.,useful vehicle come door step ,Feature Request
5080,"You guys need to get more drivers out on the road. It's 4.45 on Friday, and I can't catch a single taxi (Three wheeler or mini). There's nobody to take me.",need road catch single taxi wheeler ,Feature Request
5081,Amazing,amazing ,Bug_fix
5082,Have to say many about ur pick  me staffs they are very rude on drivers but we have to think on drivers point of view  some irresponsible customer's booking the taxi for just 1 km and driver have to come 2 km to take the customer ❓  Drivers have big trouble on credit hires not the card hires  some beggar companies hiring the taxi for just 1 or 2 kms that's not fair. ....mostly u the pick me company please kindly handle with the drivers you are so rude with driver's  every day you can get customers but  it's little hard to get good drivers . Thanks,ur pick rude think point view irresponsible customer booking taxi driver come question mark big trouble credit card beggar fair company kindly handle day little hard good thank ,Bug_fix
5083,I like it,like ,Feature Request
5084,Very late process not like uber,late process like ,Common
5085,Good,good ,Common
5086,Starting Price is TOO MUCH,start price ,Bug_fix
5087,Location issue,location issue ,Bug_fix
5088,Niyami,nan,Common
5089,It is better to have a app like this app in sri lanka and a very useful app and SUPERB!,better app like sri useful superb ,Common
5090,Satapade,nan,Common
5091,Awesome,awesome ,Common
5092,"Dont trust this app with a card,as they debit you for others rides.",not trust app card debit ,Common
5093,Good for taxi drivers........,good taxi ,Common
5094,Good,good ,Common
5095,Overall a good application. Should force to enable GPS only when it matters like requesting a ride or checking status. Good luck!!,overall good application force enable like ride status luck ,Common
5096,Very useful app,useful app ,Common
5097,Fine to use,fine use ,Common
5098,Not actually good,not actually good ,Common
5099,Not bad,not bad ,Common
5100,Esey,nan,Common
5101,Very Useful Service  . Apps works well. Friendly drivers. Reasonable charges. 👍👍👍👌,useful service work friendly reasonable thumb ok hand ,Common
5102,Drivers always cancel. Very unreliable,cancel unreliable ,Bug_fix
5103,When we order driver they chancled it telling it's to big journey and they taking more money  when this app first started the drivers were     good actually I m notagain using this app,order driver tell big journey take money app good actually ,Common
5104,The best app ever made in Sri Lanka. A truly a life saver. Thanks Guys.. this app really helped me saving my money & time. you are doing a good job. Keep it up. (Y),good app sri truly life saver thank save money time job ,Common
5105,Sri Lankan no 1 taxi app & excellent service........ SUPERB...........!!!,sri taxi app excellent service superb ,Common
5106,"Can u guys please help me to update my new phone number to this app? I have a new number now but the app does not have a option for updating the phone number. It says i have to create a new account with a new Email. I don't want to create a whole new email just to update my phone number to this app. So please add a ""Change Contact Number"" option to your next update. Thank you.",help update new phone number app option create account want add change contact thank ,Common
5107,Good,good ,Common
5108,Drivers accepts the booking and cancels the booking when he get a hire from the road... time waster,book booking hire road time waster ,Feature Request
5109,some drivers cancelled the trip dt saying they want to cm 2km to pick us,trip say want km pick ,Bug_fix
5110,Drivers cancel the trip. It is a big problem. When they cancel same driver is connecred after searching another driver. It is a big issue. Some times app lags.,cancel trip big problem driver search issue time app ,Bug_fix
5111,Top app,app ,Common
5112,Good but not much improved,good ,Common
5113,Hi..i put my drop down location which is a red pin but the drivers said they can't see my drop down location. Am I doing something wrong.,hi drop location red pin say wrong ,Common
5114,Good,good ,Common
5115,Excellent,excellent ,Common
5116,Great app,great app ,Common
5117,Superb app.,superb app ,Common
5118,මම නුවර ඉන්නෙ. මේක ඉතා හොඳ සේවාවක්. නමුත් QW-4714 වීල් එකේ Driver ගොඩක් දුර ඉඳන් මාව ගන්න ආවා කියලා අනංමනං කියන්න ගත්තා. එයා Pick Me එකට බැන බැන වහෙන් ඔරුව මගෙන් වැඩිපුර සල්ලි ඉල්ලුවා. හැබැයි Pick Me කියන්නේ ඉතාමත් හොද සේවාවක්.,driver pick ,Bug_fix
5119,Worst service ever i had many troubles using this service. *worst customer service no reply for urgent inquiries * Bill not being send to email. I lost 3k because of it. Contacted customer service no response about it and there resend bill feature didn't also work. * Driver cancels trip without even telling us. These are the worst experience i had by using this app.,bad service customer reply urgent bill send lose response resend feature work driver trip tell experience app ,Common
5120,"Seems very poor architecture. Can't even handle  some amount of requests in evening time with network traffic. It takes more time to book a pick up. Some times location is not working properly, though it is a core function of this kind of application. Worst and time wasting app.",poor architecture handle evening time network traffic book pick location work properly core function kind application bad waste app ,Bug_fix
5121,"Unable to login, recover password, prompts just nothing useless",unable login recover password useless ,Bug_fix
5122,Charges have increased they charge 4 rupees per minute waiting,charge minute wait ,Bug_fix
5123,I love this app,love app ,Common
5124,Good,good ,Common
5125,Yesterday me and my friends ordered a mini van to go to ethul kotte and then we wanted to pick another friend of us from nagavihara so when we told him to stop near nagavihara he just got pissed and told that the hire is finish and he told he can't go hires with us we payed 144rs we won't order from pick me again u guys are so rude to customers 👎👎👎,yesterday order van pick friend tell stop near get hire finish pay rs rude thumb ,Bug_fix
5126,Amaizing,nan,Common
5127,Only i vehicle at a time can be booked. Very hard in emergency cases.,vehicle time book hard emergency ,Feature Request
5128,Location  detection sucks sry to be straight but clearly sucks guys work on it,location detection straight clearly work ,Bug_fix
5129,O forget my password so i cant log in to the app,forget password not log app ,Common
5130,good app,good app ,Common
5131,Very good hope full service,good hope service ,Common
5132,Wondering,wonder ,Bug_fix
5133,Have,nan,Common
5134,Mind set is business in our country,mind set business country ,Bug_fix
5135,Good job,good job ,Common
5136,"Lacks to mention all rates, most essential part in taxi app. No option to day it is a return (""back"") ride, great influence on rate. Instead they call to ask, cancel, etc. Why have a app if you are going  to call anyway?",mention essential taxi app no option day return ride great influence rate instead ask cancel go ,Common
5137,Used to love this app was a very frequent user but recently Added my credit card for payment. Was charged more. Complained several times no response. Removed the app. Bad customer service. Totally disappointed,love app frequent user recently add credit card payment time response remove bad customer service totally disappoint ,Common
5138,This app is a great app which helped me alot to travel at a fair fee. Had a nice trip..also the drivers are very friendy and punctual,app great travel fair fee nice trip punctual ,Common
5139,Fair,fair ,Bug_fix
5140,Incompetent drivers.  Asking for directions. YOU HAVE A MAP.  Driving wrong direction to get more money out of people.  Promo offers 'expire' even when there is no expiry indicated on the card.,incompetent map drive wrong direction money people expire expiry card ,Bug_fix
5141,Good,good ,Common
5142,Nice n easy app. Very useful,nice easy app useful ,Common
5143,It's verry passing app.. Order treewheel and any tershus.. Nice there,pass app order nice ,Common
5144,"Good service, but the app is terrible.",good service app terrible ,Common
5145,The worst ever,bad ,Common
5146,No,no ,Bug_fix
5147,Why on earth does this need access to my contacts and telephone permissions? This is a privacy violation.,earth need access telephone privacy violation ,Bug_fix
5148,I really don't no what to say!,nan,Common
5149,Good work.,good work ,Common
5150,resonable rates,nan,Common
5151,Good,good ,Common
5152,Little slow can service,little slow service ,Common
5153,This is the first dam cheapest online booking taxis.,dam booking taxi ,Common
5154,cant log in again dont know why,not log know ,Bug_fix
5155,Useful app,useful app ,Common
5156,Good app,good app ,Common
5157,I use Pick me often..  This was a very Good Service.. Now it has changed completely. The drivers are very rude in some three wheeler's.    Some cancel the trip w/out notice.   The location indication is inaccurate.. my present location shown are incorrect.  Booking get confirmed - later to find out that the vehicle is around 5 km away.. so have to cancel the booking.,use pick good service completely rude wheeler cancel trip notice location indication inaccurate present show incorrect booking confirm later find vehicle away ,Feature Request
5158,App is good.but i think travel cost does not see the online it's the one of problem..,app good think travel cost problem ,Common
5159,"Poor service.all the time when i need a taxi,they showed no vehicles.",poor service time need taxi ,Common
5160,App gets stuck a lot.,app stick lot ,Bug_fix
5161,This app is a must if you are a tourist with local number. Very ease to use and we had no issue during our stay in Colombo,app tourist local number ease use issue stay ,Common
5162,Awesome! !,awesome ,Common
5163,Kkk,nan,Common
5164,"Can't reset password  I forgot my password and when I try to rest it the app says my account is invalid and it asks me to register. However, when I go to the registration page it says my account is already exists.",reset password forget try rest app account invalid register registration page ,Bug_fix
5165,Super service. Safe. Conveniant,super service safe ,Common
5166,I've been using Pick Me for a long time now and quite frequently. No issues. However I reset my phone recently and the app says the current version isnt compatible with my phone anymore. Please provide a solution to this as I use pick me very often.Any way to download an older version?,pick long time frequently no reset phone recently app current version compatible provide solution use way old ,Common
5167,Although I have registered application does not permit me to log-in. I get the message 'You have been blocked',register application permit log message block ,Bug_fix
5168,Awesome,awesome ,Common
5169,"Generally, a good service.",generally good service ,Common
5170,Thank's,thank ,Common
5171,Superb service,superb service ,Common
5172,good,good ,Common
5173,Very Useful App,useful app ,Common
5174,Excellent service by PickMe!,excellent service ,Common
5175,The drivers cancel the trip without even informing... this has happened to me several times... pick me has not given me a proper answer yet... why...? If pick me is a service provider why can't they assure a proper service also why is the driver asking for the end destination after accepting the hire...? What is the standard coming to...? Is it because pick me has way too many hires to care about customer...? Please give me a reply on this matter not just email saying u will look in to this matter...,cancel trip time pick give proper answer service provider assure driver end destination hire standard coming way care customer reply matter say look ,Bug_fix
5176,"Registration process failed. My phone number now cannot be used, since it's already registered, but my account does not work and is inaccessible.  Devs: use atomic actions for registration. Either it completes, or rolls back changes. Basic software design - learn it.",registration process phone number register account work inaccessible use atomic basic design learn ,Common
5177,නියමෛ,nan,Common
5178,Must have app to travel in lanka,app travel ,Common
