text,Preprocessed_text
Why you left us? Please come back.,why left us please come back
My entire order was wrong and I had to go back to the store to get my order. They refunded some ridiculous amount that didn't even cover what was left out. Once I brought my kids their food from the store my food was cold so I threw it in the trash. I would rather give zero stars for terrible service and worse customer service.,my entire order wrong i go back store get order they ridiculous amount even cover left once i brought food store food cold i threw trash i would rather give zero terrible service worse customer service
Overpriced and almost always late,almost always late
No cancle option,no option
There is no more Uber Eats in India. So this is pointless. Thanks for abandoning us.,there eats so pointless thanks us
Absolute waste of time  keeps saying that nowhere near me delivers when I know mc Donald's does,absolute waste time saying nowhere near i know
Tried to type in my address but when I press save it comes up with an error loading message. Uninstalling.,tried type address i press save comes error loading message
Can't log in it keeps asking me to set it up but it's already set up then says your email is already registered with no option to log in. There is no log in option that is my issue,ca log set already set already registered option log there log option issue
Super convenient but the app says I'm too far from one place but online it says I'm in range,super convenient app i far one place i range
Awesome experience,awesome experience
رائع,
Excellent customer support and online services,excellent customer support
Great app super handy !!!,great app super handy
So like I ordered my food  they charged me  and no one delivered it. They never returned my money. So besides not returning my money  I also owe the bank for something I never event ate (bank told me it was because of uber eats) I was charged $84.00. Wouldnt recommend this app.,so like i ordered food one they never returned money so besides money i also owe bank something i never event ate bank told eats i wouldnt recommend app
I think it is goooood,i think
I did have an account but i do not remember the details. It does not give you the option to create a new one further creating problems and frustrations.,i account remember it give option create new one
Why this app is still here? Zomato acquired ubereats,why app still acquired
Good,good
Great,great
Good,good
My uber eats has stopped working since December... the sight isn't clear enough on how to fix it..,my eats stopped working since sight clear enough fix
very bad srvice 🤨🤨🤨🤨🤨🤨,bad face raised eyebrow face raised eyebrow face raised eyebrow face raised eyebrow face raised eyebrow face raised eyebrow
I love it,i love
This review is for zomato not for uber as uber eats now become zomato.... You can't give any feedback about the food you got from zomato...because they ll block you..as suspicious user. I loved the uber eats but as it becomes zomato ..my uber eats account also get blocked.. So don't tell them if u didn't like the food🙂,this review eats become you give feedback food got block suspicious user i eats becomes eats account also get blocked so tell u like food slightly smiling face
Great,great
Awesome App,awesome app
The service is very much helpful in your busy life.,the service much helpful busy life
I am very much sàd that uber eats is merged with Zomato and even uber eats app is redirecting to Zomato app. Uber eats was good but zomato was 😵,i much eats even eats app app eats good dizzy face
Nice app.. delivery is on time.. rider also good,nice app delivery time rider also good
Nicee,
Not many options in my area yet but my first experience with my order was great.,not many area yet first experience order great
Works great,works great
Stop asking me to rate the app,stop rate app
Epic,epic
Easy to use and reliable.,easy use reliable
nice...,nice
Ever since prices got bumped in 2020  I can't order anything without basically getting my meal bumped up +10 an I really can't justify $20 on one meal at McDonald's or something it's just not worthwhile anymore,ever since got i order anything without basically getting meal i really justify one meal something
Interface is stupid   Delivery zones are too small. Far inferior to competing apps But great prices. Update :NEVERMIND YOU GUYS HAVE SOLD YOUR APP TO ZOMATO,interface stupid delivery small far inferior but great update you have sold your app to
good,good
The driver cancelled my trip without coming to my location on Uber and it charged me Rs. 50. When I claimed that it was the driver who refused to come  it showed that the amount was credited. Bt now it doesn't allow me to order anything from Uber without a credit card,the driver trip without coming location when i driver come amount allow order anything without credit card
second time I've opened the app because of an offer  fill out an order over $15 for the offer and the offer doesn't really exist. Put up with a lot still liking the app but I finally uninstalled because of this since it's just straight up misleading. Hate this...,second time i app offer fill order offer offer really exist put lot still liking app i finally uninstalled since straight misleading hate
why uodating when the app is no more available in india,app available
Too many faults/ errors,too many
Love it i'd love a discount for my next order also ;),love would love discount next order also
Map is always wrong  otherwise the app is great,map always wrong otherwise app great
Driver can cancel if they are too lazy to deliver the order. FU^# uber eats. Back to grubhub.,driver cancel lazy deliver order fu eats back
Solid 10/10 fufill your inner glutton,solid inner glutton
Good,good
great,great
Tipping at the completion based on the performance of the delivery  would be cordial. Also the first screen is quite jarring.A wide variety of assortments  choices  pictures  and words all at once. Making it quite difficult to navigate  almost overwehlming.Visually the similarities of the free delivery choices vs recently ordered  vs the rest(in color font structure layout text boxes)makes them quite confusing.You almost become lost in the wide variety of choices without differentiating.,tipping completion based performance delivery would cordial also first screen quite jarring a wide variety making quite difficult navigate almost visually free delivery recently ordered rest color font structure layout text quite you almost become lost wide variety without
Good,good
They delivered wrong food.,they wrong food
Excellence service with this app  excite when my order revived  convenience and time savers... enjoy this app!!! 4 star ☆☆☆☆😂👍,excellence service app excite order convenience time enjoy app star face tears joy thumbs
Wonderful !,wonderful
Fastest way to order food 🤤,way order food drooling face
So far so good!,so far good
Horrible service and extremely unhelpful customer service. You are better off using other delivery services like doordash or postmates,horrible service extremely unhelpful customer service you better delivery like
Cancelled my order after an hour of waiting  still no food  and now I can't even order because they 'are catching up on their orders' WHERE THE HELL IS MY FOOD?!,order hour waiting still food i even order catching where the hell is my food
Uber Eats came on my phone automatically and I didn't use it at first but one day I did and it has been a life saver a time or two for me. The people who have delivered the food have always been courteous and handled everything with care.,eats came phone automatically i use first one day i life saver time two the people food always courteous handled everything care
I put my location on because it told me to  and it sent it to my last address in a different state. I called the driver to cancel it  and I can't get a refund because they already made it. Why put the location and make me check my address just for it to be sent to my last previous address. What a waste of food and money. I have read other reviews  and this has happened to a lot of other people. I will never be using them again!!,i put location told sent last address different state i driver cancel i get refund already made why put location make check address sent last previous address what waste food money i read lot people i never
Muito desorganizado,
Old phone was destroyed and couldnt log back in with my account. Until that gets fixed i wont be using this app,old phone log back account until fixed wont app
It did not get my whole order.,it get whole order
Uber eats hands down best food delivery. The app rules  restaurants are on point  drivers prompt!,eats best food delivery the app point prompt
La peor experiencia usando una aplicacion de entregas. De todas las veces que pedi todas llega la comida fria  la atención al cliente es pesima y el gps no actualiza bien.,la de de las la la al es el bien
Great and fast service,great fast service
Became too expensive,expensive
very convenient and good customer service.,convenient good customer service
Después de 1 hora pueden cancelar tu pedido sin ningún tipo de justificación  y encima la aplicación te sugiere que vuelvas a ordenar. Cómo volver a ordenar si no sé por qué se canceló? Debería ser obligatorio para las casas de comida y los repartidores comunicar la razón de la cancelación.,de hora tu sin de la te si se ser para las de la de la
Handy,handy
Driver stole my food again!!!!! I am an uber driver  I have never stolen food! I placed an order  and again the driver messaged me to say she was here  and again said my food was delivered  and never showed up to my door! Conveniently  the system was down so the driver couldnt be contacted! I'm aware I'm only one customer but damn! My business matters too! I'm sure people will overlook this review but I will NOT use this service again  no benefit of the doubt anymore!! Shame on them! Zero ⭐s!!,driver stole food i driver i never stolen food i order driver say said food never door conveniently system driver i aware i one customer damn my business i sure people overlook review i not use service benefit doubt shame zero white medium star
I was charged for food not delivered. When I tried to get help they said help not available at this time. They automatically deducted tip. And the site they said to go to for help was bogus. I've used urber eats for years but it's not working anymore.,i food when i tried get help said help available time they automatically tip and site said go help bogus i used eats working
Sempre atrasam pedido! Pratos disponíveis não condizem com o que tem de verdade  muito abaixo dos concorrentes,de dos
used to use it for lunch all the time but the new fee set up is not single order friendly. If you're buying for multiple people all the time you might like it but no longer worth it for one person Edit: now anything under $15 gets hit with a small order fee. Really can't justify a single order anymore,used use lunch time new fee set single order friendly if multiple people time might like longer worth one person edit anything hit small order fee really justify single order
Llegan promociones y al agregarlas dice que no puedes agregarlas. Además siempre llegan mal las órdenes.,al dice mal las
No option are displayed and everything shows as unavailable. I search and I get 0 results And I know there's restaurant near me that has uber,no option displayed everything unavailable i search i get and i know restaurant near
Great job!!,great job
Great app great service,great app great service
I made a complaint about an hour ago   i made an order at rally's and Tara cancelled the order before she even picked the food up to take it to my house. She should not be able to make delivery's again since she did not let me kno why she cancelled the order.,i made complaint hour ago made order rally tara order even picked food take house she able make delivery since let order
Pedido demorou mais de 30min  vi o motorista se desviando e quando liguei  ele simplesmente desligou o telefone. Logo depois  meu pedido foi cancelado. Ainda  não tem um canal de reclamação para deixar registrada a falta de compromisso desse motorista. Infelizmente  vou desinstalar esse app e deixo essa recomendação para quem está considerando utilizar: não utilizem! Motoristas podem fazer você perder o pedido e não tem como deixar reclamação da pessoa especificamente.,de min se e um canal de para de app e para e da
Convenient,convenient
My number one issue with this app is the lack of notification about when an order gets canceled. So many times when I'm working and I schedule a delivery for when my break is  I'll be left waiting  go look at what's up  and see it's been canceled. No email  no push notification  nothing. I can't order again because my break is when it is  so I'm left with no food. Fix this. I should get a notification telling me what's up  not just the order disappearing off my app with no explication.,my number one issue app lack notification order so many times i working i schedule delivery break i left waiting go look see no push notification nothing i order break i left food fix i get notification telling order disappearing app explication
Pedidos são cancelados 2 horas depois de serem feitos  sendo que a entrega foi adiada 3 vezes sem motivo nenhum. Ridículo,de
Great,great
Small order fee!😡🤬,small order fee pouting face face symbols mouth
Great easy to use app,great easy use app
not working  since the last update.,working since last update
When it is raining sometimes the app acts as if it's not functioning  too many people using it perhaps or something. Apart from that it's works great.,when sometimes app many people perhaps something apart works great
They make you pay for the delivery  not talking about the 8.99 regular delivery. I'm saying they make you pay for that  plus like 20% fee and then ask for a tip. Which is basically forcing me a 20% tip  like id gladly give them 20% but never by force.,they make pay delivery talking regular delivery i saying make pay plus like fee ask tip which basically forcing tip like id gladly give never force
Very nice app. Reasonable prices on deliveries  and there are always great deals available.,very nice app reasonable always great available
User Friendly,user friendly
Bugs that order food and unexpected charges on immediate cancelation,order food unexpected immediate cancelation
Ótimo!,
App has many problems.,app many
Great,great
It's a bit expensive but pretty convenient for when I'm to busy to go out or cook something myself.,it bit expensive pretty convenient i busy go cook something
Poor very poor,poor poor
Best thing ever!,best thing ever
Takes a bit but yea its good,bit yea good
Good,good
ALWAYS GOOD ONLY ONCE WAS IT LATE WHICH I SHOULDVE BEEN OFFERED SOMETHING BETWEEN RIDES AND FOOD...,always good only once was it late which i been something between and food
Terrible service,terrible service
So far so good. Used 3 times,so far good used times
The app doesn't have all the menu items for multiple restaurants  very inconsistent as I've order this item before and now it is gone but definitely is still an existing menu item and there is no way to report this issue on the app so imma give it 1 star cuz its not even good for what its designed for,the app menu multiple inconsistent i order item gone definitely still menu item way report issue app give star even good designed
Easy to use! I love it!💖,easy use i love sparkling heart
Shite  let's me order 1 day and not the next!!!,let order day next
90% of the time your orders correct but when it's not good luck it takes forever to get it sorted,time correct good luck forever get sorted
Bad service. Constant price hikes make it an unreasonable choice. With all of their fees  an $11.55 order for one gets bumped up to $19.34. If you live alone and only order for yourself you're better off using something else.,bad service constant price make unreasonable choice with order one if live alone order better something else
Cant search my address at all.,cant search address
Not availabel in cyprus.i lost time to login end give my personal data end after i was told is not availabel in my country.shame...,not lost time login end give personal data end told country shame
Uber Eats is a fantastic application and drivers come on time rate 10/10 will continue to use it in the future.,eats fantastic application come time rate continue use future
Happy for uber service,happy service
Could not complete order  verify payment my debit card still have the sufficient money for the transaction  I've been trying many times deleting the payment method and putting it again  and still don't work. I'm uninstalling the app.,could complete order verify payment debit card still sufficient money transaction i trying many times payment method still work i app
👍,thumbs
I love the app,i love app
ONE OF THE WORST FOOD DELIVERY ACCEPTS THE ORDER AND AFTER 2 HOURS CANCELS IT WITH ANY UPDATE AND THERE NO OPTION TO CONTACT ANY PERSON !!!!!!!!,one of the worst food delivery the order and after it with any update and there no option to contact any person
Just ok,just
Not what it used to be. Fees on top of fees on top of fees. Slow delivery times. Having to tip BEFORE the order is even delivered to you. Unresponsive customer service. This does not justify me having to save 10 mins of my life to go down the street and get the food for myself.,not used top top slow delivery times tip before order even unresponsive customer service this justify save life go street get food
Absolute garbage. How can you expect to make any money with an app that you cant sign up with? Stop wasting my time.,absolute garbage how expect make money app cant sign stop wasting time
I don't have the same options as my siblings despite having the same delivery address and I can't even find some of the restaurants they have on theirs,i despite delivery address i even find
Good quality,good quality
If uber eats is acquired by Zomato Then why the f***k you ask me intall,if eats acquired then f k ask
Terrible customer service & unreliable delivery - 4th time in a row that my order was messed up or not delivered - drivers cancel orders instead of contacting you through app - Uber Support useless cause all they say is sorry but do nothing to correct it....deleting app for Door Dash....update 2/8 he ordered from Uber Eats and now HIS order was cancelled after an hour of waiting....this is s constant issue with using your app..,terrible customer service unreliable delivery th time row order cancel instead app support useless cause say sorry nothing correct app door dash update ordered eats his order hour waiting constant issue app
Won't download gets to 80% then crashes,wo
Works great,works great
I was on holiday to the canary islands an nothing works it pisses me off even though there are restaurants that have Uber Eats Calle Pizzarro 8 is where I was.,i holiday canary nothing works even though eats i
It is dum,it dum
Fine,fine
Ok,
Excellent,excellent
UberEats was great until the most recent changes in pricing. In the new version of the app  tips are included and cannot be edited. You might as well call it a delivery fee. Taxes and fees are not covered by promotions. Why? It's also glitchy and doesn't remember my payment info. Furthermore  I cannot even place an order  so it's useless. Back to Doordash.,great recent in new version app included you might well call delivery fee covered why it also remember payment furthermore i even place order useless back
Its ace just stay home food will come to you it's good how you can see where the car is on map,its ace stay home food come good see car map
Hate this app. There's no cancellation option or method of changing the address even one second after the order has been made. I have lost a lot of money. I recommend using any app but this one.,hate app there cancellation option method address even one second order made i lost lot money i recommend app one
Poor customer support  they dont have live chat or a number to call for order issues  this ultimately leads to significant wait times for any sort of issue resolution.,poor customer support dont live chat number call order ultimately significant wait times sort issue resolution
I placed one order and it made 3 orders. There was an issue with the app. I did not accept the food of the 2 additional orders and they refused to refund me. Shocking customer service.,i one order made there issue app i accept food additional refund shocking customer service
Great prices!,great
Love it,love
No funciona  multiples errores siempre que he intentado usarla.,no
Cant reset account or unbind phone number. Also cant reset password,cant reset account unbind phone number also cant reset password
Very easy to use and large selection of restaurants. A great option when you cant leave work.,very easy use large selection a great option cant leave work
Grand,grand
Took my money but did not receive my order. Phone calls and so called live chat have not resolved the problem. I have been given uber credit to spend as a refund  but both the app and accessing my account via a web browser will not accept the uber credit as being a valid payment . Very unhelpful. The first and the last time I'll be using uber. The experience today amounts to a form of theft.,took money receive order phone live chat resolved problem i given credit spend refund app account via web browser accept credit valid payment very unhelpful the first last time i the experience today form theft
Muito bom  a comida chegou certa. Recomendo,bom
It's not allowing me to order out food... I've been trying this for a few hours now and still I have no success.,it order food i trying still i success
Waste of time  gave it a second and third chance  absolutely terrible. Is there less than one star?,waste time gave second third chance absolutely terrible is less one star
Not in Alberton or Germiston area yet. What gives???,not area yet what
F*king sucks  I couldn't even make an account because someone already used this phone number before I had it and there's nothing I can do about it  can't find costumer support to help me out either. Too simple.,f king i could even make account someone already used phone number i nothing i find costumer support help either too simple
App sucks. Downloaded it put in my phone number set my number has been used before. Wanted to email that I didn't know which one to use and couldn't get past the first screen,app put phone number set number used i know one use could get past first screen
Drivers and delivery's are great,delivery great
Greatttt,
It used to be worth it  this app now has an outrageous %10 services fee I hope everyone whos greed and money/power lust drives them at uber CORP gets shot in the face and dies   but not before they desperately beg for their life offering large sums of worthless currency G R E E D Y S C U M skip the dishes doesn't charge a we're greedy jews fee i recommend skip the dishes,it used worth app outrageous fee i hope everyone greed money power lust corp shot face desperately beg life offering large worthless currency g r e e d y s c u m skip charge greedy fee recommend skip
Love when I get free deliverys.,love i get free
Very well... Love it... Thank you uber.,very well love thank
I don't know what updates they have done but I can't even access my Uber eats app.,i know done i even access eats app
Excellent!,excellent
Nice app,nice app
Fabulous,fabulous
It is a lifesaver for when I am under the weather,it lifesaver i weather
I have had incorrect orders three times in a row now and it has not been the restaurant's fault. The drivers arrive late so the food is cold and are careless with which order is which.,i incorrect three times row restaurant fault the arrive late food cold careless order
Love pizza,love pizza
Quick and easy,quick easy
Ok uber please comeback I hate using zomato it feels like a bad dream,please comeback i hate like bad dream
Just eats app is more user friendly  can see delivery charge without adding food to basket average delivery charge £1 - £2 And one click to see food hygiene rating. Uber eats you can't see food hygiene rating  average delivery is £3.50 - £4  you won't know the delivery charge until you add something to your basket. Uber eats is only worth it if you use one of their promotional offers which they send out desperately via email,just eats app user friendly see delivery charge without food basket average delivery charge and one click see food hygiene rating eats see food hygiene rating average delivery know delivery charge add something basket eats worth use one promotional send desperately via
App not working my phone,app working phone
Very good,very good
App doesn't update location automatically. I placed an order to the wrong location by mistake. Cancelled the order within seconds. Called uber eats to confirm the cancellation. They confirmed cancellation and promised to refund money within 7 days. Needless to say no refund 7 days later and they claim no refund possible now. Never using uber eats. Support is a sham.,app update location automatically i order wrong location mistake order within eats confirm cancellation they confirmed cancellation refund money within days needless say refund days later claim refund possible never eats support sham
First time ordered  first time trouble as part of my food were left behind and uber eat poor communication. I never get contacted back. Will not recommend.,first time ordered first time trouble part food left behind eat poor communication i never get back will recommend
Uber Awesome,awesome
I can't sign in. Every time I try  it says this number is already associated with an account.,i sign every time i try number already associated account
Nice,nice
Terrible app. The place didn't have something in stock so it asked me to cancel order or edit my order. I tried to edit my order but something went wrong and the order was subsequently cancelled whilst the place had started to prepar the food. Won't use again.,terrible app the place something stock cancel order edit order i tried edit order something went wrong order subsequently whilst place food wo use
Note that if your order takes over an hour (fault being with restaurant)  UberEats will not cancel the order unless if you want to be charged for it. After my second try with a different agent  having had waited almost two hours for my order was the order cancelled with no charge. There needs to be a better policy for this  very unacceptable!,note order hour fault restaurant cancel order unless want after second try different agent almost two order order charge there needs better policy unacceptable
Same meal is cheaper ordered from the main competitor's app...,same meal ordered main competitor app
Missing You UberEats😭,missing you loudly crying face
Search doesn't work. Doesn't accept any of my credit cards.,search work does accept credit
Use another food ordering app The first time I ordered through Uber eats it took the man 50 mins to arrive from 3 roads over and he brought everything wrong The second time I tried every single time I put in an order it told me it was unavailable for delivery The third time it also let us go through our whole order with multiple restaurants only to not work and say not available Never had any issue with any other food delivery app but this one has had its 3 strikes and it's out,use another food app the first time i ordered eats took man arrive brought everything wrong the second time i tried every single time i put order told unavailable delivery the third time also let us go whole order multiple work say available never issue food delivery app one
Uber driver was rude on the phone  he wouldnt bring my food up as I live in a high rise and i couldnt go down as i had a baby asleep. Still didnt deliver my food. Never had any problem until now.,driver rude phone wouldnt bring food i live high rise go baby asleep still didnt deliver food never problem
Is there uber eats has became zomato,is eats
Too many choices.,too many
The worst customer experience. Abysmal customer service. Avoid uber eats and this app at all costs.,the worst customer experience abysmal customer service avoid eats app
Super fast and easy way to order food to be delivered. Saves me time and stress!,super fast easy way order food time stress
Loving it,loving
Dificil ubicar la direccion de entrega,la de
App horrível  funções básicas não funcionam corretamente  não tem como se comunicar com o motorista  vocês lavam as mãos pra tudo como se nada fosse problema de vocês  devolvam meu dinheiro e a minha coca cola 600,app se se fosse de dinheiro e coca cola
It's efficient,it efficient
All things considered nothing to complain about although there are a little things they could do better such as adding new restaurants such as debonair's,all considered nothing complain although little could better new debonair
They have dramatically increased prices. Not only is their a service fee and delivery fee that usually amounts to at least 7 or 8 dollars but all of the prices are roughly 30% higher than in the restaurant. Something that would cost you 10$ to pick up could be closer to 25,they dramatically not service fee delivery fee usually least roughly higher restaurant something would cost pick could closer
 😎😎,smiling face sunglasses smiling face sunglasses
Awesome,awesome
Excellent,excellent
sucks,
Great,great
Very good for when I don't feel like leaving the house,very good i feel like leaving house
Pretty good,pretty good
Super,super
Best delivery app ever. Grubhub is so ghetto,best delivery app ever ghetto
Why you guys closed down..... Zomato is worst,why closed worst
Más de la mitad de los lugares que aparecen no me deja pedir diciendo que el lugar queda muy lejos. Los lugares que si aparecen tienen todas loa elementos pero solo la mitad tienen el botón de 'Agregar al pedido' habilitado. Solo dejandon pedir items regulares y ningún combo / promoción. Y la página web es peor. Intentando ingresar un código de descuento te envía a la página de uber regular y los línks de ayuda no tienen lugar donde reportar una incidencia,de la de el si loa solo la el de al solo y la web es un de te la de regular de
My experience was not pleasant at all  for more than ones the restaurants are not updating their menus and hence got disappointment that they can't deliver what o order  what is worst than that is telling me that I need to accept other options which I didn't pick!,my experience pleasant hence got disappointment deliver order worst telling i need accept i pick
Runs in background and gives annoying promotional notifications.,background annoying promotional
Could not use because someone else had an account when they had this phone number and it wouldn't let me create an account kept saying welcome back and enter your email you used to register. I am a new customer but cannot log in or create an account. Oh well. I'll try another delivery app.,could use someone else account phone number would let create account kept saying welcome back enter used register i new customer log create account oh well i try another delivery app
No se hacen responsables ni el restaurante ni Uber cuando un pedido llega incompleto  su atención en call center es pésima.,no se ni el ni un en call center es
Great,great
I just got stuck waiting for an hour for an order to get cancelled because they couldn't find a delivery driver there was no option for me to cancel and no number to call to have them cancel the order. I'm very upset about the lack of control or ability to contact some one once the order was placed.,i got stuck waiting hour order get could find delivery driver option cancel number call cancel order i upset lack control ability contact one order
app not working properly on android...,app working properly android
I try to log in but it keeps telling me my email is already registered as if I'm trying to set up a new account. So I can't even use this app!,i try log telling already registered i trying set new account so i even use app
Order food from McDonald's with strict instructions Regards pickles. My food arrives covered in pickles. Make complaint to these dodgy firm. And they do nothing about it apart from a generic reply.. No wonder the TFL doesn't want you here.. Be very careful dealing with this rogue company,order food strict my food covered make complaint dodgy firm and nothing apart generic reply no wonder want be careful dealing rogue company
Vorst app Useless app,app useless app
Good,good
It is nice when you can not leave someplace and you can call a restaurant and have good food delivered quick and efficiently. There is a wide variety of choices and the delivery is quick  efficient and friendly.,it nice leave someplace call restaurant good food quick efficiently there wide variety delivery quick efficient friendly
Awesome convenience and great deals  what else could a person want😏😜😎,awesome convenience great else could person want smirking face winking face tongue smiling face sunglasses
I have been using ubber eats for a while and it's been the best I've always paid cash on all my orders but all of a sudden I can't order because I have an outstanding balance that I do not know of and I can't find any customer service to help me,i eats best i always cash sudden i order i outstanding balance i know i find customer service help
Fast and easy way to order the food.....I love it 👍,fast easy way order food i love thumbs
excellent,excellent
I had a driver make me wait almost 2hours for my for then on top of that when he got to my location dropped all my food on the floor in front of my building and left with no explanation. So disrespectful me and my kids starved that night had to make sandwiches for them. I got money back but I have never used this service again since then.,i driver make wait almost hours top got location food floor front building left explanation so disrespectful starved night make i got money back i never used service since
Can't sort restaurants by distance or even see a map of the restaurants like other delivery apps.,ca sort distance even see map like delivery
keeps telling me i have opted out of uber messages,telling
They steal food and get lost too often.,they steal food get lost often
Order a few times but needs to have a contact number,order times needs contact number
I like food,i like food
Fast foot somewhat high prices but affordable.,fast foot somewhat high affordable
Great,great
Awesome app Excellent,awesome app excellent
Me and my husband are greatful for this service. We have had great service each time we've used it.,me husband service we great service time used
No order cancellation even for the first 10-30 seconds after placing the order. Tried to call the customer service to cancel and they cannot even extend the help after asking personal details (Whats that for?),no order cancellation even first order tried call customer service cancel even extend help personal whats
Saves going out,going
Love it.,love
Was best   but since it merged in zomato   it just became trash as zomato. 👎👎👎👎👎👎,was best since trash thumbs thumbs thumbs thumbs thumbs thumbs
Good App,good app
K😶,k face without mouth
Good,good
Not satisfied,not satisfied
Value for money. Good offer and discount. Easy reach and plenty of restaurant options.,value money good offer discount easy reach plenty restaurant
There is absolutely 0 quality control with this app.,there absolutely quality control app
The app guides through a uselessly long  phone number AND email-based sign-up process  before finally letting the user know after wasting a good deal of their time that the service is not yet available in the area.,the app uselessly long phone number and based sign process finally user know wasting good deal time service yet available area
Not even worth it  food never showed up.,not even worth food never
Infuriating and just awful. Half the time it let's me order from McDonald's and then at the check out says I'm too far away. I'm not to far away because I've successfully ordered loads of times. I've wasted so much time on this useless junk app that they probably paid hundreds of grand for.,awful half time let order check i far away i far away i successfully ordered times i wasted much time useless junk app probably grand
Can't do the registration. I don't know what happens everytime I give my phone number  it says this number does not have any password. What the hell. please fix it and give the solution.,ca registration i know i give phone number number password what hell please fix give solution
Good,good
Good all in all The timing sometimes is not right.,good the timing sometimes right
It has a uber way of adverting,it way
Good happy,good happy
Sometimes the orders are not right. Other than that it's good.,sometimes right other good
Really bad experience with uber eats. Driver is always in a rush few times brought me half of my order. Really really poor service,really bad experience eats driver always rush times brought half order really really poor service
I appreciate it so much being that im slightly incapacitated.,i appreciate much slightly
Why have you removed the app😔,why removed app pensive face
Its not working  every time I enter my mobile no it will give me a message that my account dosen't have pass word!!,its working every time i enter mobile give message account dose pass word
Rating 3 so they may see this. I had one good experience. The others were fine or iffy. I've had missed items and delayed times that were luckily refunded. Last order I placed it said a 30 minute wait  which is fine. It ended up taking over an hour to find a driver to pick up and she will have to drive another 25+ here after I pulled it up on maps... I feel bad for her at this point and I'm freaking hungry... Get your algorithm together so I can go local and save on extra tips  usu preferred.,rating may see i one good experience the fine iffy i times luckily last order i said minute wait fine it ended taking hour find driver pick drive another i i feel bad point i hungry get algorithm together i go local save extra preferred
Terrible service  sold illegal meats and uber eats only said I did jot specify what I wanted??....... mind blown!,terrible service sold illegal eats said i jot specify i mind blown
It's the best,it best
It's the best delivery ever,it best delivery ever
Very good app,very good app
the apps ask for number...after inserting my number it gives an error no password is added and there is no option for entering password,ask number number error password added option entering password
90 % of the scooter drivers come in cars and cause alot of confusion and problems in recieving the order.,scooter come cause confusion order
Excellent,excellent
Excellent,excellent
Very few restaurants signed up in my area,very area
I just uninstalled this app the service is just awful,i uninstalled app service awful
Good,good
Good app when food is a problem to buy in the middle of heavy work!,good app food problem buy middle heavy work
É a 5a vez seguida que a uber eats Portugal entrega meu pedido errado ou com os itens faltando. Não consigo contactar a central...enfim,eats os central
Smooth app. An essential for me as a student,smooth app an essential student
Very very complicate log in progress make it easier. Otherives guys u loss your customers.,very complicate log progress make easier u loss
Nice,nice
terrible  requested sauce again and none. Will delete and nether use again as non English drivers get wrong orders and app does not send requests. waste of money as my whole family now hate the app. Will also stop using the taxi service due to safety issues. After pressure from children I decided to chance it as I had a stock of sauce from collecting my own orders. This time had three random sauces added but should be an option at checkout and the automated emails for complaints  be helpful...,terrible sauce none will delete nether use non get wrong app send waste money whole family hate app will also stop taxi service due safety after pressure i decided chance i stock sauce this time three random added option helpful
The worst possible service. Use deliveroo.,the worst possible service use
Super site,super site
Good,good
Hasn't applied my promo offer  very upsetting,applied offer upsetting
Broken to all hell. I can't seem to choose any where to order from  yet it's telling me that Uber eats will notify me when my delivery is here  yet I've not ordered anything at all  what so ever. I can't get off the screen to select where to order from.,broken hell i seem choose order yet telling eats notify delivery yet i ordered anything ever i get screen select order
Very effective,very effective
Exceptional,exceptional
Worst app ever... Can't make a new account,worst app ever ca make new account
World's best food delivery co.,world best food delivery
Don't use very bad service. I recieved missing items in my order and response on my report and solving delayed 2 days. Also removing live chat make the communication too difficult.,do use bad service i missing order response report days also removing live chat make communication difficult
I got someone's else's order  the help form I filled out then crashed and wouldn't let me get a refund and then the same store I ordered from was then too far away,i got someone else order help form i filled would let get refund store i ordered far away
Y u have collided with zomato,y u
Not accurate at all  people take your food  using door dash from now on,not accurate people take food door dash
As a partner and customer: The scripted/automated helpline is akin telecom service - useless. I've also had my address listed as too far away because 1 driver couldn't find their way. Never thought I'd say this - going back to menulog!,as partner customer the akin service useless i also address listed far away driver could find way never thought i would say going back
Great.,great
Took almost an hour and a half preparing the food before telling me t he order had been cancelled. Thanks a lot.,took almost hour half food telling order thanks lot
The app simply doesn't work. I mean that literally as after signing up I can't do anything apart from look at a map of my location. I can't even close the app without restarting my phone. Guess I'll be sticking with Just Eat then.,the app simply work i mean literally i anything apart look map location i even close app without phone guess i sticking just eat
No way I will spend money for this garbage.,no way i spend money garbage
40 mins late then when it arrived on the app noone shows up   thanks for wasting my time,late app thanks wasting time
The best local food app,the best local food app
Why you guys are with zomata now? It was so easy to buy from uber eats and now it's zomato. I hate this,why it easy buy eats i hate
Terrible app  tried to place an order  it then went back to the homepage when I was trying to pay.,terrible app tried place order went back i trying pay
I Miss you Ubereats in India (Banglore),i miss
Exlant,
Honestly what's the point if the app just doesn't work. Seriously sort it out pal.,honestly point app work seriously sort pal
Nicely,nicely
Not so bad Thou at times it gets orders wrong we can't be refunded and very slow services but after all we all have hiccups there and there nobody is perfect,not bad thou times wrong slow nobody perfect
Good,good
Pretty good. Edit: I originally rated this app as a four but after I rated it the pop up asking for rating keeps popping up. You fixed the issue but now it's down again since I used the regular Uber?,pretty good edit i originally rated app four i rated pop rating you fixed issue since i used regular
