,Reviews,KeyWords,text
667,trip say want km pick ,"['trip', 'say', 'want', 'km', 'pick']",some drivers cancelled the trip dt saying they want to cm 2km to pick us
668,hi drop location red pin say wrong ,"['hi', 'drop', 'location', 'red', 'pin', 'say', 'wrong']",Hi..i put my drop down location which is a red pin but the drivers said they can't see my drop down location. Am I doing something wrong.
669,yesterday order van pick friend tell stop near get hire finish pay rs rude thumb ,"['yesterday', 'order', 'van', 'pick', 'friend', 'tell', 'stop', 'near', 'get', 'hire', 'finish', 'pay', 'rs', 'rude', 'thumb']",Yesterday me and my friends ordered a mini van to go to ethul kotte and then we wanted to pick another friend of us from nagavihara so when we told him to stop near nagavihara he just got pissed and told that the hire is finish and he told he can't go hires with us we payed 144rs we won't order from pick me again u guys are so rude to customers 👎👎👎
670,mention essential taxi app no option day return ride great influence rate instead ask cancel go ,"['mention', 'essential', 'taxi', 'app', 'no', 'option', 'day', 'return', 'ride', 'great', 'influence', 'rate', 'instead', 'ask', 'cancel', 'go']","Lacks to mention all rates, most essential part in taxi app. No option to day it is a return (""back"") ride, great influence on rate. Instead they call to ask, cancel, etc. Why have a app if you are going  to call anyway?"
671,love app frequent user recently add credit card payment time response remove bad customer service totally disappoint ,"['love', 'app', 'frequent', 'user', 'recently', 'add', 'credit', 'card', 'payment', 'time', 'response', 'remove', 'bad', 'customer', 'service', 'totally', 'disappoint']",Used to love this app was a very frequent user but recently Added my credit card for payment. Was charged more. Complained several times no response. Removed the app. Bad customer service. Totally disappointed
672,earth need access telephone privacy violation ,"['earth', 'need', 'access', 'telephone', 'privacy', 'violation']",Why on earth does this need access to my contacts and telephone permissions? This is a privacy violation.
673,dam booking taxi ,"['dam', 'booking', 'taxi']",This is the first dam cheapest online booking taxis.
674,not log know ,"['not', 'log', 'know']",cant log in again dont know why
675,use pick good service completely rude wheeler cancel trip notice location indication inaccurate present show incorrect booking confirm later find vehicle away ,"['pick', 'good', 'completely', 'rude', 'wheeler', 'cancel', 'trip', 'notice', 'location', 'indication', 'inaccurate', 'present', 'show', 'incorrect', 'booking', 'confirm', 'later', 'find', 'vehicle', 'away']",I use Pick me often..  This was a very Good Service.. Now it has changed completely. The drivers are very rude in some three wheeler's.    Some cancel the trip w/out notice.   The location indication is inaccurate.. my present location shown are incorrect.  Booking get confirmed - later to find out that the vehicle is around 5 km away.. so have to cancel the booking.
676,poor service time need taxi ,"['poor', 'service', 'time', 'need', 'taxi']","Poor service.all the time when i need a taxi,they showed no vehicles."
677,cancel trip time pick give proper answer service provider assure driver end destination hire standard coming way care customer reply matter say look ,"['cancel', 'trip', 'give', 'proper', 'answer', 'provider', 'assure', 'driver', 'end', 'destination', 'hire', 'standard', 'coming', 'way', 'care', 'customer', 'reply', 'matter', 'say', 'look']",The drivers cancel the trip without even informing... this has happened to me several times... pick me has not given me a proper answer yet... why...? If pick me is a service provider why can't they assure a proper service also why is the driver asking for the end destination after accepting the hire...? What is the standard coming to...? Is it because pick me has way too many hires to care about customer...? Please give me a reply on this matter not just email saying u will look in to this matter...
678,delay expensive ,"['delay', 'expensive']",Delay in drivers. Too expensive for every rides.
679,app technical evidence driver know bad discipline talk complain customer service team follow time complaint take speak supervisor say till today year lie upgrade run normal charge well comfort pay rate pick taxi origin destination experience extremely fast video ,"['technical', 'evidence', 'discipline', 'talk', 'team', 'follow', 'complaint', 'speak', 'supervisor', 'till', 'year', 'lie', 'upgrade', 'run', 'normal', 'comfort', 'origin', 'extremely', 'fast', 'video']","App is full of technical problems. Can give evidence for it. Most of the driver don't know the roads and locations in colombo, and worst is some drivers don't have discipline, doesn't know how to talk and complain us for their faults. Customer service team does take  complaints. I had to follow up 3 times and realised that the complaint was not taken down. So spoke to the supervisor. He said he will call back after checking but didn't get back till today and it's been more a year. Drivers lie saying that there is a upgrade of the app and run on the normal metre, charging the same. Uber is the better. You get AC, comfort and pay the rate of pick me taxis for the same origin and destination. My last experience with pick me was an extremely fast driver (i have the video of it)."
680,know possible cancellation distance travel reach location feel problem manage trip map give ,"['know', 'possible', 'cancellation', 'distance', 'travel', 'reach', 'location', 'feel', 'problem', 'manage', 'trip', 'map', 'give']","Most of the drivers don't know the Colombo roads. How is it possible?  Some asking for cancellation due to the distance they have to travel to reach the customers' location. Well, I feel that even though the Uber drivers have the same problem of not knowing the Colombo roads, still they manage to make the trip done via their map applications with the given routes in it."
681,experience good today driver tell customer happy guess cause say end go long want home ,"['experience', 'go', 'good', 'today', 'driver', 'tell', 'customer', 'happy', 'guess', 'cause', 'say', 'end', 'long', 'want', 'home']",The experience is really good.  But today a driver told me that they can't see where the customer wants to go.  If they could see it they'd be more happy I guess . Cause he said sometimes they end up going on long runs even when they want just to get back home.
682,app lot set drop location stick difficult use time process recommend ,"['app', 'lot', 'set', 'drop', 'location', 'stick', 'difficult', 'use', 'time', 'process', 'recommend']",This app is with lots of bugs. Can not set the drop off location and sometimes the app get stuck. Really difficult to use. And takes lots of time to process. I do not recommend this app to anyone.
683,bad allow enter drop location ,"['bad', 'allow', 'enter', 'drop', 'location']",Full of bugs. The worst it would not allow to enter drop off location.
684,cool like silver time thing problem shall need use able talk ,"['cool', 'like', 'silver', 'time', 'thing', 'problem', 'shall', 'need', 'use', 'able', 'talk']",Cool promotions. I really like this silver time thing. Only problem is you'll need to get permision to use the promo. Will you able to to talk to my wufe please?
685,good service like ,"['good', 'service', 'like']",Good service.. I like
686,actually easy way taxi location ,"['actually', 'easy', 'way', 'taxi', 'location']","Actually, very easy way to take a taxi Where you location."
687,not bad need improve app slow ,"['not', 'bad', 'need', 'improve', 'app', 'slow']",Not bad but need to improve. And app is too slow compared to others.
688,app slow stick able update phone number complicate register address log account old change reinstall create new exasperate shame cumbersome time use smoother pity service equal ,"['slow', 'stick', 'able', 'phone', 'number', 'complicate', 'register', 'address', 'log', 'account', 'old', 'change', 'reinstall', 'create', 'exasperate', 'shame', 'cumbersome', 'smoother', 'pity', 'equal']","The app is often slow & gets stuck. Also you should be able to update your phone number in the app. Uber allows this. PickMe does not. To complicate things further you cannot register 2 accounts with the same email address. I had to log into my account on my old phone number & change the email address. Then, uninstall the app. Reinstall it & create a new account with my new phone number. Very exasperating! It's a shame the app is so cumbersome....8 out of 10 times I would use Uber just because the app is smoother! It's a pity...because the service levels are equal."
689,big joke wait driver second calculation flexible fare free start meter ,"['big', 'joke', 'wait', 'driver', 'second', 'calculation', 'flexible', 'fare', 'free', 'start', 'meter']",Whats this big joke you do with waiting.if the driver brakes for a second.it starts the waiting calculation.in calculation of waiting in tuks or what ever.you shoul be much flexible to give even 30 seconds fare free.then after start the waiting meter on.
690,wait charge huge like equal normal road taxi ,"['wait', 'charge', 'huge', 'like', 'equal', 'normal', 'road', 'taxi']",your waiting charge is so huge. no one charge like that. with this waiting charges now you are equal normal road taxis.
691,able taxi book different colour indicator people know ,"['able', 'taxi', 'book', 'different', 'colour', 'indicator', 'people', 'know']",Should be able to see your own taxi you booked in different colour or some different indicator because some people don't know the roads that well
692,fu come rain ,"['fu', 'come', 'rain']",What the fu...k any not come to if rain
693,useful app great service suggestion upcoming trip option edit need cancel book small time ,"['useful', 'app', 'great', 'service', 'suggestion', 'upcoming', 'trip', 'option', 'edit', 'need', 'cancel', 'book', 'small', 'time']",Very useful app along with great service. One suggestion:  In upcoming trip make an option to edit trip. Otherwise need to cancel and book again for small time changes.
694,trust like pick ,"['trust', 'like', 'pick']",I trust and i like thatdy i am trevelg pick me
695,service time like ,"['service', 'time', 'like']",Its a 100%gurentee service on time.i like it
696,booking facility present ,"['booking', 'facility', 'present']",The pre booking facility is not present
697,convenient late ,"['convenient', 'late']",Its convenient and the latest technolgy be updated
698,order driver tell exact location say knew come minute roam wrong wait fuel tank fault clearly know properly trouble ,"['order', 'driver', 'tell', 'exact', 'location', 'say', 'knew', 'come', 'minute', 'roam', 'wrong', 'wait', 'fuel', 'tank', 'fault', 'clearly', 'know', 'properly', 'trouble']","Once I ordered a Tuk and called the driver to tell him the exact location .Then he said he knew it and would come in a minute.But I could see him roaming in the wrong lanes and places. I had to wait 20 mins and at last he called me and said his fuel tank is empty because of all this, as if it was MY fault.After I've said the location clearly,he was still roaming here and there.Please tell your drivers to know the lanes and roads properly and not to put the customers in trouble."
699,need taxi ,"['need', 'taxi']",Just need  more taxi
700,allow book ,"['allow', 'book']",Allow pre-booking for less than 2 hours.
701,good need difficult simultaneously log multiple enter provide use device parent ,"['good', 'need', 'difficult', 'simultaneously', 'log', 'multiple', 'enter', 'provide', 'use', 'device', 'parent']","Good,need some improvements. Its quite difficult to simultaneously log in using multiple devices. You need to enter your details again and again provided you use one device as a parent device."
702,cheat price well service ,"['cheat', 'price', 'well', 'service']",Cheating price for tuks and no better service as before
703,bad tell fine ,"['bad', 'tell', 'fine']",nothing bad to tell.fine
704,sri number taxi service ,"['sri', 'number', 'taxi', 'service']",Sri lankan number 1 taxi service
705,enable option multiple drop instance need pick convenient approximate cost calculate trip ,"['enable', 'option', 'multiple', 'drop', 'instance', 'need', 'pick', 'convenient', 'approximate', 'cost', 'calculate', 'trip']",Please enable the option to have multiple drop off locations. For instance if we need to go to Nugegoda and then pick some one and then go to Dehivala it would be convenient if an approximate cost could be calculated for the whole trip. :)
706,good service like ,"['good', 'service', 'like']",Very good service I like it
707,good select car want ,"['good', 'select', 'car', 'want']",It is good because u can select any car u want
708,use service unreasonable new suck ,"['use', 'service', 'unreasonable', 'new', 'suck']","I will not use this service anymore due to the unreasonable new pricing....! You suck, pickme..!"
709,pick convenient ,"['pick', 'convenient']",Pick me is convenient
710,use delete purpose old version better ,"['use', 'delete', 'purpose', 'old', 'version', 'better']",crashing...can't use it...so im gonna delete it....what's the purpose of using it....the old version was better...
711,refuse come late ,"['refuse', 'come', 'late']",But some drivers refuse to come...and so late...
712,want specially need upgrade app ,"['want', 'specially', 'need', 'upgrade', 'app']",Drivers  to what ever  they want  specially tuk tuk ......... need to upgrade  the  drivers not the app .....
713,crap update hopeless ,"['crap', 'update', 'hopeless']",Crap after the update.. Hopeless..
714,service poor dump ,"['service', 'poor', 'dump']","Service poor, drivers dump nothing to say"
715,love pick easy use comparable ,"['love', 'pick', 'easy', 'use', 'comparable']",I very love pick me because it is very easy to use and comparable
716,taxi app say forever arrive total time waste ,"['taxi', 'app', 'say', 'forever', 'arrive', 'total', 'time', 'waste']",After requesting a taxi..app is keep saying requesting forever and taxi never arrive :p... Total time wasting
717,easy affordable comfortable hate people attitude ,"['easy', 'affordable', 'comfortable', 'hate', 'people', 'attitude']",Easy... affordable.... Comfortable.. hate some people's attitude though...
718,people sri travel experience better recommend specially ,"['people', 'sri', 'travel', 'experience', 'better', 'recommend', 'specially']",U people just made sri lankan travel experience much better. Recommend to all specially to travellers. Keep it up
719,forever detect location ,"['forever', 'detect', 'location']",Now it takes forever to detect my location
720,simple use realistic ,"['simple', 'use', 'realistic']",Simple to use and realistic
721,recent app wrong location forever complete booking work fine late look matter ,"['recent', 'app', 'wrong', 'location', 'forever', 'complete', 'booking', 'work', 'fine', 'late', 'look', 'matter']",Recent updates made the app slower and it shows a wrong location. It takes forever to complete a booking. It was working fine before the latest updates.look into this matter
722,not wait add unfair ,"['not', 'wait', 'add', 'unfair']",They didnt wait for me but still waiting charges has added very unfair
723,time today love taxi driver track accurately fact nearby taxis happy like plate vehicle ,"['time', 'today', 'love', 'taxi', 'driver', 'track', 'accurately', 'fact', 'nearby', 'taxis', 'happy', 'like', 'plate', 'vehicle']","I used it for the first time today. I love how the taxi driver gets tracked and it accurately shows where he is . I also love the fact that they show nearby taxis as well. Also happy that they give info about the drivers as well...like licence plate , name , name of vehicle etc."
724,good response book low cost taxi ,"['good', 'response', 'book', 'low', 'cost', 'taxi']",I had good response to every booking and low cost compared to other taxi services
725,early morning taxi ,"['early', 'morning', 'taxi']",Early morning can't get taxi
726,time wrong location ,"['time', 'wrong', 'location']",Some times it gavd wrong location
727,map find need ,"['map', 'find', 'need']",Map won't find places ..need to be updated the maps
728,handy app long time log taxi book service reliable use ,"['handy', 'app', 'long', 'time', 'log', 'taxi', 'book', 'service', 'reliable', 'use']",Its a handy app for the long time logging taxi booking service. Well optimized app. Reliable to use.
729,daily use ride trust kind friendly feel terrible day taxi grumpy high rare find good expand ur service difficult hope demand ,"['daily', 'use', 'ride', 'trust', 'kind', 'friendly', 'feel', 'terrible', 'day', 'taxi', 'grumpy', 'high', 'rare', 'find', 'good', 'expand', 'ur', 'difficult', 'hope', 'demand']",I daily use pickme  it's  the safest ride i can trust on to go anywhere at anytime . Its so resonable and the drivers are kind and friendly .  With out it i feel so terrible  because  this days most of the taxi drivers are grumpy and some charges are high too its very rare to find a good one.  Please expand  ur service  somemore  because sometimes i too find difficult to find a taxi  i hope because of the high demand .
730,sadly ,['sadly'],Sadly it's still Crashing for me Sony Xperia Z3
731,ur service ,"['ur', 'service']",Thanx for ur service
732,like taxi location exactly correct rate quick accurate ,"['like', 'taxi', 'location', 'exactly', 'correct', 'rate', 'quick', 'accurate']",I would like if the taxi location is exactly correct. I would rate this 5 stars if youll keep updating the taxi location very quick and very accurate. Regards....... Senuthi
733,book app say price ride bug scam ,"['book', 'app', 'say', 'price', 'ride', 'bug', 'scam']","After booking a mini, the app said that the price is Rs.(390 to 450) but after the ride it said Rs.556. is it a bug or a scam ."
734,book app say trip move road stand position wonder try allow get bad thing customer care service hang time absolute useless ,"['book', 'say', 'trip', 'move', 'road', 'stand', 'position', 'wonder', 'try', 'allow', 'get', 'bad', 'thing', 'customer', 'care', 'service', 'hang', 'time', 'absolute', 'useless']","I booked a tuk tuk, and waited. Then app said your tuk tuk has arrived and then it said trip started. App shows my tuk tuk is moving along the road while I still standing in my position. I was wondering and tried to book another. But app doesn't allow for that also. It's OK, every app got bugs. Worse thing is your customer care service. I tried to call , but it was hanging all the time. Absolute useless."
735,people ,['people'],Very helpfull for all people
736,need taxi ,"['need', 'taxi']",but need more taxi's please...
737,type drop location ,"['type', 'drop', 'location']",Can't type the drop off location.
738,come later app route don bother drop location know ask ,"['come', 'later', 'app', 'route', 'don', 'bother', 'drop', 'location', 'know', 'ask']","Drivers always come later than mentioned in the app and takes the slowest route. Don't bother adding a drop off location, even to known places, they always ask for directions."
739,easy use love ,"['easy', 'use', 'love']",Very easy to use.love it
740,late update loading time ,"['late', 'update', 'loading', 'time']",The latest update isn't loading its crashing all the time
741,want reset password app ask say send text get ,"['want', 'reset', 'password', 'app', 'ask', 'say', 'send', 'text', 'get']",I want to reset the password for the app. Everytime it just ask for my email an said we will send a text and that's all. I got nothing at all.
742,cancel say far hell map poor service ,"['cancel', 'say', 'far', 'hell', 'map', 'poor', 'service']","Most of the tuk drivers call and cancel saying too far. If they are too far, why the hell are they in the map. Poor service"
743,great service need improve number add facility use people mobile connection connect wi fi ,"['great', 'service', 'need', 'improve', 'number', 'add', 'facility', 'use', 'people', 'mobile', 'connect', 'connection', 'wi', 'fi']",This is a really great service. Need to improve the number of taxies and add facility to use this service for people doesn't have mobile connection (connected over wi-fi)
744,type car service new no find cab order time fare reasonable ,"['type', 'car', 'service', 'new', 'no', 'find', 'cab', 'order', 'time', 'fare', 'reasonable']",This type of car service is new to us. No worries here after about finding a cab. Most of all once a cab is ordered it arrives on time and the fare is reasonable.
745,friendly come shout mistake good app need improve number pick awesome ,"['friendly', 'come', 'shout', 'mistake', 'good', 'app', 'need', 'improve', 'number', 'pick', 'awesome']","Some drivers are not friendly. And also they come to shout at us, when it was his mistake. But it's a really good app.  But y ourl need to improve the number of threewheelers. Cheers pick me . It's an awesome app"
746,pick easy way book taxi service satisfying ,"['pick', 'easy', 'way', 'book', 'taxi', 'service', 'satisfying']",Had 2 experiences with Pick me. That was a very easy way to book a taxi and the service is satisfying..
747,app transport user friendly reasonable decline number taxi lately make impossible find time specially urgent like business couple bad come pretty good chap navigate location room improvement ,"['transport', 'user', 'friendly', 'reasonable', 'decline', 'number', 'lately', 'make', 'impossible', 'find', 'specially', 'urgent', 'business', 'couple', 'bad', 'pretty', 'chap', 'navigate', 'room', 'improvement']","PickMe has become my go to app for all things transport. Convinient, user friendly, pleasent drivers, reasonable rates. But there has been a decline in the number of taxis lately making it impossible to find one at times. Specially when it's really urgent. And like any business there is a couple of bad seeds when it comes to drivers but 90% of them are pretty good chaps. And almost everyone knows how to navigate to a location without directions now. All in all its a good app wth room for improvement."
748,app convenient ruin quality service option rate right trip good feedback later rude easy work capable finding simple ,"['app', 'convenient', 'ruin', 'quality', 'service', 'option', 'rate', 'right', 'trip', 'good', 'feedback', 'later', 'rude', 'easy', 'work', 'capable', 'finding', 'simple']","App is quite convenient, but some drivers ruin the quality of service. There is an option to rate drivers right after the trip, but it's good to have an option to give feedback later too. Some drivers are rude and not easy to work with. They don't seem capable of finding places using simple instructions."
749,convenient use good way pick fast cheap method ,"['convenient', 'use', 'good', 'way', 'pick', 'fast', 'cheap', 'method']",Very convenient to use. Best way to picked up... recomending all to use. Fast and cheap method of travelling. Well done pick me..
750,add need um try ,"['add', 'need', 'um', 'try']",Please add more vans .. because i need mostly vans but whenever um gonna try it shows #no vechicle#
751,use service tell ,"['use', 'service', 'tell']",Ive also use rhis service but tell the drivers to be frindly...
752,suggestion add feature mark important map example house school work like star ,"['suggestion', 'add', 'feature', 'mark', 'important', 'map', 'example', 'house', 'school', 'work', 'like', 'star']","I have one suggestion for you all. Please add a feature where we can mark important places in the map. For an example house, school, work. Something like a star in the Google maps would do as well."
753,comfortable road longer ,"['comfortable', 'road', 'longer']",I loved it because it is very comfortable to my road as there is no longer threewheelrs
754,send know use driver stop car go ask come meter time waste ,"['send', 'know', 'use', 'driver', 'stop', 'car', 'go', 'ask', 'come', 'meter', 'time', 'waste']","Please send drivers who know the routes ... Do their phones have GPS ? Well they don't wanna use it . the driver stopped the car and went to ""ask for directions"" for 10 mins and came back with no info !!! Then we realized that he hadn't stopped the meter so we were charged for the time he wasted. }:("
755,add book ,"['add', 'book']",You guys should add the tuk tuk pre booking back.
756,staff provide service want specially hurry speed ,"['staff', 'provide', 'service', 'want', 'specially', 'hurry', 'speed']","Most of the staff provide the service as we want. Specially when we are in a hurry, they speed up"
757,order taxi holiday know taxis decline ,"['order', 'taxi', 'holiday', 'know', 'taxis', 'decline']",Ordered the first taxi on Poson poya holiday.. Arrived in 5 minutes while all other known taxis declined!
758,app frequently rely give despite location service ,"['app', 'frequently', 'rely', 'give', 'despite', 'location', 'service']",App crashes frequently and most drivers still rely on giving them directions despite location service is on.
759,easy use obedient ,"['easy', 'use', 'obedient']",It's so easy to use all drivers are obedient and disciplined
760,completely point satellite navigation insist call refuse come give not worth aggravation ,"['completely', 'point', 'satellite', 'navigation', 'insist', 'call', 'refuse', 'come', 'give', 'not', 'worth', 'aggravation']",Completely misses the point of satellite guided navigation with maps. Drivers insist on calling and  refuse to come unless given directions. Not worth the aggravation.
761,need improve lot ,"['need', 'improve', 'lot']",Need to improve a lot
762,difficult car busy time pick add ,"['difficult', 'car', 'busy', 'time', 'pick', 'add']",Difficult to get a tuk or a mini car in busy time. Some tuk drivers do not responding to the requests. Pick me should add more tuks and mini cars.
763,service good use time odd available confused face ,"['service', 'good', 'use', 'time', 'odd', 'available', 'confused', 'face']",The service is really good... I use it most of the time's. .. but there are a few odd time's where tuks aren't available. . 😕 mostly around *11a.m-12 p.m & 1 30-2.30 p.m
764,cool ,['cool'],This is cool guys
765,driver far come app near think people ,"['driver', 'far', 'come', 'app', 'near', 'think', 'people']",When I call driver is in too far or can't come but app show near I think this app just kidding people. .......
766,excellent service know destination need direct ,"['excellent', 'service', 'know', 'destination', 'need', 'direct']","Excellent service ,some drivers doesn't know the destination, we need to direct them"
767,good percent revenue commission section times book ask cancel trip waste time ,"['good', 'percent', 'revenue', 'commission', 'section', 'times', 'time', 'book', 'ask', 'cancel', 'trip', 'waste']","It used to be really good. I could get a mini within 5 to 10 minutes at anytime within Colombo. Then pickme wanted 10 percent revenue as commission from the drivers. Now  'no vehicles' in mini section most of the times and when you book one, sometimes drivers ask to cancel the trip. Only a waste of your time."
768,convenient mode ,"['convenient', 'mode']",Most convenient mode of travelling
769,app organization unexpecte help flood save main point brilliant happy ,"['app', 'organization', 'unexpecte', 'help', 'flood', 'save', 'main', 'point', 'brilliant', 'happy']","This app/organization did the unexpected.They launched boats/rafts and also choppers to help the flood victims at the wellampitya-kotikawatte areas and saved many lives.The main point is,it was FOC.Just brilliant and happy to have such an app/organization in SriLanka."
770,not verification code ,"['not', 'verification', 'code']",Not receiving verification code
771,like ,['like'],This not pickme. Like fackme
772,no available need disappointed ,"['no', 'available', 'need', 'disappointed']",No tuks available whenever I need them. Was quite disappointed.
773,good app use time hat ask refuse ,"['good', 'app', 'use', 'time', 'hat', 'ask', 'refuse']","Good app, I use it all the time for travelling around but I hat when the drivers ask me where to go they and they just refuse."
774,use go sri ,"['use', 'go', 'sri']",I will use this once I went sri lanka
775,not get verification code ,"['not', 'get', 'verification', 'code']",Not getting the verification code.
776,need air ,"['need', 'air']",Your cabs need air fresheners..
777,old version ,"['old', 'version']",For an older version
778,completely different mislead people update wrongful ,"['completely', 'different', 'mislead', 'people', 'update', 'wrongful']",Completely different UI Why would you mislead people to update it with wrongful images
779,like service fast reliable ,"['like', 'service', 'fast', 'reliable']",Really like the service. Teya are fast and reliable too.
780,new update trip slow stuck ,"['new', 'update', 'trip', 'slow', 'stuck']",After new update the software trip processing is very slow and get stuck
781,time taxi ,"['time', 'taxi']",Some times no taxi's avilable
782,consider option get fare estimate like not time wud convenient ,"['consider', 'option', 'get', 'fare', 'estimate', 'like', 'not', 'time', 'wud', 'convenient']","You Shud consider adding the option lyk getting a fare estimate like Uber does. Not the calculations,  we Dnt hv  time to do tht, a fare estimate wud be much convenient"
783,wait vehicle door step no need waist money price reasonable kilometer great ,"['wait', 'vehicle', 'door', 'step', 'no', 'need', 'waist', 'money', 'price', 'reasonable', 'kilometer', 'great']",Just clicked n wait vehicle in your door step. No need to waist your money to other vehicles. This price is very reasonable. Other three wheels get 40 to 45 per kilometer. But this 35 great!!!!
784,good service corporate people need nonsense driver cry travel usually long lkr convincing end trip rest distance app super annoying read warn act fast illuminate kind want ur love ,"['corporate', 'nonsense', 'cry', 'travel', 'usually', 'lkr', 'convincing', 'end', 'rest', 'distance', 'super', 'annoying', 'read', 'warn', 'act', 'fast', 'illuminate', 'kind', 'ur', 'love']","It's one of the best service I ever had and all my corporate hires we do with u people.  But how ever we need no nonsense from the driver's to cry about your increased charges on them while we travel or what.  Also I usually take long trips  And when it exceeds 1000lkr the driver's convincing to end the trip and go the rest of the distance without the app.  Which is super annoying.  Please read your warning signs and act fast to illuminate this kind of issues, because we want ur service and we love it..."
785,like lot good service ,"['like', 'lot', 'good', 'service']",I like it a lot good service  welldone  keep it up goodwork
786,price ,['price'],They increasd price in mini
787,client app need big response unresponsive ,"['client', 'app', 'need', 'big', 'response', 'unresponsive']",Client app needs big modifications. GPS response becoming very very unresponsive mostly.
788,taxi service provide long time not accurate high ,"['taxi', 'service', 'provide', 'long', 'time', 'not', 'accurate', 'high']",This taxi service doesn't provide service whenever needed. Requesting for long time. Not accurate. Another so called taxi service. Charges are high even for tuk tuk.
789,affect update double tap zoom rating screen select change ,"['affect', 'update', 'double', 'tap', 'zoom', 'rating', 'screen', 'select', 'change']","Zooming is affected by the update. Cannot double tap and zoom in out. On the rating screen, the stars are all selected and cannot change the rating"
790,complain driver hire cos short distance come half kq say head office refuse think pick good service better tell find job pay hope shall improve well ,"['complain', 'hire', 'cos', 'short', 'distance', 'half', 'kq', 'say', 'head', 'office', 'refuse', 'think', 'better', 'tell', 'job', 'pay', 'hope', 'shall', 'improve', 'well']","This it to complain regarding this driver ,that he refused the hire  cos it was a short distance hire ,he never called back and mentioned that he can not come ,another driver called be half of him .and KQ6832 said head office said to refuse the hire .  Thought pick me will do a good service but it was at the beginig only the things are better ,if there are drivers who refuse tell them to find another job,we pay them for the hire even if its a short hire .  I hope you'll will improve the service better."
791,suggestion add option bookmark like home workplace easy set destination provide ,"['suggestion', 'add', 'option', 'bookmark', 'like', 'home', 'workplace', 'easy', 'set', 'destination', 'provide']","Just a suggestion.. Please add a option to bookmark locations like home, workplace... Then its easy to set the destination.. :-)  And also I would like if you can provide the UI in sinhala as well..."
792,know way idea call time acceptable ,"['know', 'way', 'idea', 'call', 'time', 'acceptable']",Some of the drivers don't know their way...they have no idea about the routes so they keep on calling us and also take time..  this is not acceptable
793,try install app permission access camera medium no idea taxi company need think look ,"['try', 'install', 'app', 'permission', 'access', 'camera', 'medium', 'no', 'idea', 'taxi', 'company', 'need', 'think', 'look']","I tried to install this app and it asked for permission to access my Camera, SMSs, Photos and other media. No idea why a taxi hailing company needs these. Think you should look into this."
794,update pick people notify ,"['update', 'pick', 'people', 'notify']",7/5/2016      3:35 PM            When you update Pick Me why don't you people notify the drivers
795,successful sri ,"['successful', 'sri']",One of the most successful apps released in Sri Lanka
796,try time use book later option cab driver far away come disappointed good ,"['try', 'time', 'use', 'book', 'later', 'option', 'cab', 'driver', 'far', 'away', 'come', 'disappointed', 'good']",Have tried 5 times to use the book later option .. never sends the details on time. Have to call 2 - 3 times to get a cab and then they give you a driver who's far away and he refuses to come.  Very disappointed . Used to be very good.
797,hire taxi airport toll fee limousine local rp long time dealing car clean driver kind like ,"['hire', 'taxi', 'airport', 'rp', 'toll', 'fee', 'limousine', 'local', 'long', 'time', 'dealing', 'car', 'clean', 'driver', 'kind', 'like']",I hired taxi from airport to mountlavinia and paid 2700 + 300 toll fee. Limousine asked 45 U.S. dollars and local one asked 4000 rp. I can get cheapest 2300rp with long time dealing. But the car was clean and driver was kind. I like it very much.
798,easy use batter calculate cost ,"['easy', 'use', 'batter', 'calculate', 'cost']",Easy to use.. batter if there can calculate the cost.
799,good app get precise location pick not destination set order ,"['good', 'app', 'get', 'precise', 'location', 'pick', 'not', 'destination', 'set', 'order']",Good app. However drivers seems not getting precise location to pick me up. Also drivers cant see my destination even if i set the destination when order.
800,easy ,['easy'],It is easy and quckly
801,useful app difficult choose location manually type pickup address map provide occasionally option pay credit card ,"['useful', 'app', 'difficult', 'choose', 'location', 'manually', 'type', 'pickup', 'address', 'map', 'provide', 'occasionally', 'option', 'pay', 'credit', 'card']","Useful app, but it makes it difficult to choose a dropoff location or manually type in a pickup address (rather than relying on a map-provided address). Also occasionally freezes. Doesn't have the option to pay for trips by credit card."
802,know stupid cancel trip want hire ,"['know', 'stupid', 'cancel', 'trip', 'want', 'hire']","Drivers only know how to give stupid reasons to cancel the trip, if they don't want to take the hire.  And make us cancel it"
803,better ,['better'],better than kangaro cabe
804,good plan option ,"['good', 'plan', 'option']",Best pre plan option
805,time save satisfaction no tension fast service ,"['time', 'save', 'satisfaction', 'no', 'tension', 'fast', 'service']","Time save.  Satisfaction,  No tension Fast service."
806,love app times driver rude refuse come hire cause explain complain say ahead no need great service wisher reference mob taxi type plate aba ,"['love', 'times', 'rude', 'refuse', 'come', 'hire', 'cause', 'explain', 'complain', 'say', 'ahead', 'no', 'great', 'wisher', 'reference', 'mob', 'taxi', 'type', 'plate', 'aba']","I love this app. But at times the driver's are rude and refuse to come after accepting the hire. Causing delays for us. And even after, explaining that we will complain to PickMe, the driver said go ahead. No problems. Pickme needs to do something about accepting hires. Other than that, pickme is great. Great service. I'm a well wisher. These are the details as follows.  Reference No. 2122870 Driver Name: Danay Driver Mob: 776247474 Taxi Type: Tuk Taxi Plate No: ABA8997"
807,option book important ,"['option', 'book', 'important']",Please give a option of canceling a booking. Its important .
808,like clockwork team no hesitation give lovely ,"['like', 'clockwork', 'team', 'no', 'hesitation', 'give', 'lovely']",Everything was like clockwork. Welldone pickme team. No hesitation giving you five lovely stars
